[P1] Ep 131: Loss 0.2911 | Val MAE 2.0123
[P1] Ep 132: Loss 0.2936 | Val MAE 1.7626
[P1] Ep 133: Loss 0.2943 | Val MAE 1.8402
[P1] Ep 134: Loss 0.2904 | Val MAE 1.8369
[P1] Ep 135: Loss 0.2850 | Val MAE 1.9389
[P1] Ep 136: Loss 0.2914 | Val MAE 1.8830
[P1] Ep 137: Loss 0.2806 | Val MAE 1.9204
[P1] Ep 138: Loss 0.2879 | Val MAE 1.9309
[P1] Ep 139: Loss 0.2844 | Val MAE 1.9189
[P1] Ep 140: Loss 0.2813 | Val MAE 1.9313
[P1] Ep 141: Loss 0.2869 | Val MAE 1.8921
[P1] Ep 142: Loss 0.2789 | Val MAE 1.8379
[P1] Ep 143: Loss 0.2715 | Val MAE 1.8390
[P1] Ep 144: Loss 0.2751 | Val MAE 1.8769
[P1] Ep 145: Loss 0.2696 | Val MAE 1.8413
[P1] Ep 146: Loss 0.2693 | Val MAE 1.9042
[P1] Ep 147: Loss 0.2660 | Val MAE 1.9752
[P1] Ep 148: Loss 0.2633 | Val MAE 1.9801
[P1] Ep 149: Loss 0.2664 | Val MAE 1.7883
[P1] Ep 150: Loss 0.2602 | Val MAE 1.7369
[P1] Ep 151: Loss 0.2655 | Val MAE 1.8191
[P1] Ep 152: Loss 0.2509 | Val MAE 1.8278
[P1] Ep 153: Loss 0.2528 | Val MAE 1.8330
[P1] Ep 154: Loss 0.2581 | Val MAE 1.8711
[P1] Ep 155: Loss 0.2522 | Val MAE 1.8202
[P1] Ep 156: Loss 0.2529 | Val MAE 1.7766
[P1] Ep 157: Loss 0.2486 | Val MAE 1.8283
[P1] Ep 158: Loss 0.2540 | Val MAE 1.8719
[P1] Ep 159: Loss 0.2463 | Val MAE 1.7945
[P1] Ep 160: Loss 0.2462 | Val MAE 1.8919
[P1] Ep 161: Loss 0.2468 | Val MAE 1.9455
[P1] Ep 162: Loss 0.2384 | Val MAE 1.7836
[P1] Ep 163: Loss 0.2375 | Val MAE 1.9432
