formula,target,MagpieData minimum Number,MagpieData maximum Number,MagpieData range Number,MagpieData mean Number,MagpieData avg_dev Number,MagpieData mode Number,MagpieData minimum MendeleevNumber,MagpieData maximum MendeleevNumber,MagpieData range MendeleevNumber,MagpieData mean MendeleevNumber,MagpieData avg_dev MendeleevNumber,MagpieData mode MendeleevNumber,MagpieData minimum AtomicWeight,MagpieData maximum AtomicWeight,MagpieData range AtomicWeight,MagpieData mean AtomicWeight,MagpieData avg_dev AtomicWeight,MagpieData mode AtomicWeight,MagpieData minimum MeltingT,MagpieData maximum MeltingT,MagpieData range MeltingT,MagpieData mean MeltingT,MagpieData avg_dev MeltingT,MagpieData mode MeltingT,MagpieData minimum Column,MagpieData maximum Column,MagpieData range Column,MagpieData mean Column,MagpieData avg_dev Column,MagpieData mode Column,MagpieData minimum Row,MagpieData maximum Row,MagpieData range Row,MagpieData mean Row,MagpieData avg_dev Row,MagpieData mode Row,MagpieData minimum CovalentRadius,MagpieData maximum CovalentRadius,MagpieData range CovalentRadius,MagpieData mean CovalentRadius,MagpieData avg_dev CovalentRadius,MagpieData mode CovalentRadius,MagpieData minimum Electronegativity,MagpieData maximum Electronegativity,MagpieData range Electronegativity,MagpieData mean Electronegativity,MagpieData avg_dev Electronegativity,MagpieData mode Electronegativity,MagpieData minimum NsValence,MagpieData maximum NsValence,MagpieData range NsValence,MagpieData mean NsValence,MagpieData avg_dev NsValence,MagpieData mode NsValence,MagpieData minimum NpValence,MagpieData maximum NpValence,MagpieData range NpValence,MagpieData mean NpValence,MagpieData avg_dev NpValence,MagpieData mode NpValence,MagpieData minimum NdValence,MagpieData maximum NdValence,MagpieData range NdValence,MagpieData mean NdValence,MagpieData avg_dev NdValence,MagpieData mode NdValence,MagpieData minimum NfValence,MagpieData maximum NfValence,MagpieData range NfValence,MagpieData mean NfValence,MagpieData avg_dev NfValence,MagpieData mode NfValence,MagpieData minimum NValence,MagpieData maximum NValence,MagpieData range NValence,MagpieData mean NValence,MagpieData avg_dev NValence,MagpieData mode NValence,MagpieData minimum NsUnfilled,MagpieData maximum NsUnfilled,MagpieData range NsUnfilled,MagpieData mean NsUnfilled,MagpieData avg_dev NsUnfilled,MagpieData mode NsUnfilled,MagpieData minimum NpUnfilled,MagpieData maximum NpUnfilled,MagpieData range NpUnfilled,MagpieData mean NpUnfilled,MagpieData avg_dev NpUnfilled,MagpieData mode NpUnfilled,MagpieData maximum NdUnfilled,MagpieData range NdUnfilled,MagpieData mean NdUnfilled,MagpieData avg_dev NdUnfilled,MagpieData mode NdUnfilled,MagpieData maximum NfUnfilled,MagpieData range NfUnfilled,MagpieData mean NfUnfilled,MagpieData avg_dev NfUnfilled,MagpieData minimum NUnfilled,MagpieData maximum NUnfilled,MagpieData range NUnfilled,MagpieData mean NUnfilled,MagpieData avg_dev NUnfilled,MagpieData mode NUnfilled,MagpieData minimum GSvolume_pa,MagpieData maximum GSvolume_pa,MagpieData range GSvolume_pa,MagpieData mean GSvolume_pa,MagpieData avg_dev GSvolume_pa,MagpieData mode GSvolume_pa,MagpieData minimum GSbandgap,MagpieData maximum GSbandgap,MagpieData range GSbandgap,MagpieData mean GSbandgap,MagpieData avg_dev GSbandgap,MagpieData mode GSbandgap,MagpieData maximum GSmagmom,MagpieData range GSmagmom,MagpieData mean GSmagmom,MagpieData avg_dev GSmagmom,MagpieData mode GSmagmom,MagpieData minimum SpaceGroupNumber,MagpieData maximum SpaceGroupNumber,MagpieData range SpaceGroupNumber,MagpieData mean SpaceGroupNumber,MagpieData avg_dev SpaceGroupNumber,MagpieData mode SpaceGroupNumber
P1S5Ti1Tl1,2.041791,15.000000,81.000000,66.000000,24.750000,14.062500,16.000000,43.000000,88.000000,45.000000,80.250000,10.375000,88.000000,30.973762,204.383300,173.409538,55.443633,37.234917,32.065000,317.300000,1941.000000,1623.700000,597.137500,335.965625,388.360000,4.000000,16.000000,12.000000,14.000000,2.750000,16.000000,3.000000,6.000000,3.000000,3.500000,0.750000,3.000000,105.000000,160.000000,55.000000,117.125000,17.687500,105.000000,1.540000,2.580000,1.040000,2.281250,0.373438,2.580000,2.000000,2.000000,0.000000,2.000000,0.000000,2.000000,0.000000,4.000000,4.000000,3.000000,1.250000,4.000000,0.000000,10.000000,10.000000,1.500000,2.250000,0.000000,0.000000,14.000000,14.000000,1.750000,3.062500,0.000000,4.000000,27.000000,23.000000,8.250000,4.687500,6.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,5.000000,5.000000,2.250000,0.875000,2.000000,8.000000,8.000000,1.000000,1.750000,0.000000,0.000000,0.000000,0.000000,0.000000,2.000000,8.000000,6.000000,3.250000,1.625000,2.000000,16.690000,26.910000,10.220000,24.388077,2.378979,25.786875,0.000000,2.202000,2.202000,1.579375,0.789687,2.202000,0.000023,0.000023,0.000003,0.000005,0.000000,2.000000,194.000000,192.000000,92.500000,50.750000,70.000000
Cs3D5Mn1,3.255317,1.000000,55.000000,54.000000,21.666667,22.962963,1.000000,5.000000,92.000000,87.000000,58.555556,37.160494,92.000000,1.007940,132.905452,131.897512,50.966011,55.508968,1.007940,14.010000,1519.000000,1504.990000,277.091111,292.312346,14.010000,1.000000,7.000000,6.000000,1.666667,1.185185,1.000000,1.000000,6.000000,5.000000,3.000000,2.222222,1.000000,31.000000,244.000000,213.000000,114.000000,92.222222,31.000000,0.790000,2.200000,1.410000,1.657778,0.602469,2.200000,1.000000,2.000000,1.000000,1.111111,0.197531,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,5.000000,5.000000,0.555556,0.987654,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,7.000000,6.000000,1.666667,1.185185,1.000000,0.000000,1.000000,1.000000,0.888889,0.197531,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,5.000000,5.000000,0.555556,0.987654,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,5.000000,4.000000,1.444444,0.790123,1.000000,6.615000,115.765000,109.150000,43.428621,48.224253,6.615000,0.000000,7.853000,7.853000,4.362778,3.878025,7.853000,0.000310,0.000310,0.000034,0.000061,0.000000,194.000000,229.000000,35.000000,208.222222,15.802469,194.000000
Se3Zr1,1.038285,34.000000,40.000000,6.000000,35.500000,2.250000,34.000000,44.000000,89.000000,45.000000,77.750000,16.875000,89.000000,78.960000,91.224000,12.264000,82.026000,4.599000,78.960000,494.000000,2128.000000,1634.000000,902.500000,612.750000,494.000000,4.000000,16.000000,12.000000,13.000000,4.500000,16.000000,4.000000,5.000000,1.000000,4.250000,0.375000,4.000000,120.000000,175.000000,55.000000,133.750000,20.625000,120.000000,1.330000,2.550000,1.220000,2.245000,0.457500,2.550000,2.000000,2.000000,0.000000,2.000000,0.000000,2.000000,0.000000,4.000000,4.000000,3.000000,1.500000,4.000000,2.000000,10.000000,8.000000,8.000000,3.000000,10.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4.000000,16.000000,12.000000,13.000000,4.500000,16.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2.000000,2.000000,1.500000,0.750000,2.000000,8.000000,8.000000,2.000000,3.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2.000000,8.000000,6.000000,3.500000,2.250000,2.000000,23.195000,25.920000,2.725000,25.238750,1.021875,25.920000,0.000000,0.799000,0.799000,0.599250,0.299625,0.799000,0.000000,0.000000,0.000000,0.000000,0.000000,14.000000,194.000000,180.000000,59.000000,67.500000,14.000000
Cd1K6Te4,2.355397,19.000000,52.000000,33.000000,33.636364,15.966942,19.000000,3.000000,90.000000,87.000000,40.727273,41.157025,3.000000,39.098300,127.600000,88.501700,77.945527,42.378793,39.098300,336.530000,722.660000,386.130000,500.367273,178.731570,336.530000,1.000000,16.000000,15.000000,7.454545,7.041322,1.000000,4.000000,5.000000,1.000000,4.454545,0.495868,4.000000,138.000000,203.000000,65.000000,174.000000,31.636364,203.000000,0.820000,2.100000,1.280000,1.364545,0.594050,0.820000,1.000000,2.000000,1.000000,1.454545,0.495868,1.000000,0.000000,4.000000,4.000000,1.454545,1.851240,0.000000,0.000000,10.000000,10.000000,4.545455,4.958678,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,16.000000,15.000000,7.454545,7.041322,1.000000,0.000000,1.000000,1.000000,0.545455,0.495868,1.000000,0.000000,2.000000,2.000000,0.727273,0.925620,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2.000000,2.000000,1.272727,0.528926,1.000000,19.495000,73.106667,53.611667,54.289848,20.527438,73.106667,0.000000,0.464000,0.464000,0.168727,0.214744,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,152.000000,229.000000,77.000000,197.818182,34.016529,229.000000
Ga1Se1,1.661536,31.000000,34.000000,3.000000,32.500000,1.500000,31.000000,74.000000,89.000000,15.000000,81.500000,7.500000,74.000000,69.723000,78.960000,9.237000,74.341500,4.618500,69.723000,302.910000,494.000000,191.090000,398.455000,95.545000,302.910000,13.000000,16.000000,3.000000,14.500000,1.500000,13.000000,4.000000,4.000000,0.000000,4.000000,0.000000,4.000000,120.000000,122.000000,2.000000,121.000000,1.000000,120.000000,1.810000,2.550000,0.740000,2.180000,0.370000,1.810000,2.000000,2.000000,0.000000,2.000000,0.000000,2.000000,1.000000,4.000000,3.000000,2.500000,1.500000,1.000000,10.000000,10.000000,0.000000,10.000000,0.000000,10.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,13.000000,16.000000,3.000000,14.500000,1.500000,13.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2.000000,5.000000,3.000000,3.500000,1.500000,2.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2.000000,5.000000,3.000000,3.500000,1.500000,2.000000,18.857500,25.920000,7.062500,22.388750,3.531250,18.857500,0.000000,0.799000,0.799000,0.399500,0.399500,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,14.000000,64.000000,50.000000,39.000000,25.000000,14.000000
Ca1Li1Sb1,1.179549,3.000000,51.000000,48.000000,24.666667,17.555556,3.000000,1.000000,85.000000,84.000000,31.000000,36.000000,1.000000,6.941000,121.760000,114.819000,56.259667,43.666889,6.941000,453.690000,1115.000000,661.310000,824.156667,246.977778,453.690000,1.000000,15.000000,14.000000,6.000000,6.000000,1.000000,2.000000,5.000000,3.000000,3.666667,1.111111,2.000000,128.000000,176.000000,48.000000,147.666667,18.888889,128.000000,0.980000,2.050000,1.070000,1.343333,0.471111,0.980000,1.000000,2.000000,1.000000,1.666667,0.444444,1.000000,0.000000,3.000000,3.000000,1.000000,1.333333,0.000000,0.000000,10.000000,10.000000,3.333333,4.444444,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,15.000000,14.000000,6.000000,6.000000,1.000000,0.000000,1.000000,1.000000,0.333333,0.444444,0.000000,0.000000,3.000000,3.000000,1.000000,1.333333,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3.000000,3.000000,1.333333,1.111111,0.000000,16.593333,37.770000,21.176667,28.641111,8.031852,16.593333,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,166.000000,229.000000,63.000000,206.666667,27.111111,166.000000
Ba1Cu1S3Sc1,1.817709,16.000000,56.000000,40.000000,25.666667,11.222222,16.000000,9.000000,88.000000,79.000000,58.000000,32.000000,88.000000,32.065000,137.327000,105.262000,57.003985,28.955010,32.065000,388.360000,1814.000000,1425.640000,889.475000,501.115000,388.360000,2.000000,16.000000,14.000000,10.666667,5.444444,16.000000,3.000000,6.000000,3.000000,3.833333,0.833333,3.000000,105.000000,215.000000,110.000000,138.666667,35.888889,105.000000,0.890000,2.580000,1.690000,1.981667,0.598333,2.580000,1.000000,2.000000,1.000000,1.833333,0.277778,2.000000,0.000000,4.000000,4.000000,2.000000,2.000000,4.000000,0.000000,10.000000,10.000000,1.833333,2.722222,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2.000000,11.000000,9.000000,5.666667,2.111111,6.000000,0.000000,1.000000,1.000000,0.166667,0.277778,0.000000,0.000000,2.000000,2.000000,1.000000,1.000000,2.000000,9.000000,9.000000,1.500000,2.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,9.000000,9.000000,2.666667,2.111111,2.000000,11.070000,63.590000,52.520000,29.042604,11.515799,25.786875,0.000000,2.202000,2.202000,1.101000,1.101000,2.202000,0.000006,0.000006,0.000001,0.000002,0.000000,70.000000,229.000000,159.000000,143.000000,73.000000,70.000000
Ba1K1Nb1S4,2.907466,16.000000,56.000000,40.000000,25.714286,13.020408,16.000000,3.000000,88.000000,85.000000,58.714286,33.469388,88.000000,32.065000,137.327000,105.262000,56.798811,33.324502,32.065000,336.530000,2750.000000,2413.470000,805.710000,611.022857,388.360000,1.000000,16.000000,15.000000,10.285714,6.530612,16.000000,3.000000,6.000000,3.000000,3.857143,0.979592,3.000000,105.000000,215.000000,110.000000,143.142857,43.591837,105.000000,0.820000,2.580000,1.760000,1.947143,0.723265,2.580000,1.000000,2.000000,1.000000,1.714286,0.408163,2.000000,0.000000,4.000000,4.000000,2.285714,1.959184,4.000000,0.000000,4.000000,4.000000,0.571429,0.979592,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,6.000000,5.000000,4.571429,1.755102,6.000000,0.000000,1.000000,1.000000,0.285714,0.408163,0.000000,0.000000,2.000000,2.000000,1.142857,0.979592,2.000000,6.000000,6.000000,0.857143,1.469388,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,7.000000,7.000000,2.285714,1.346939,2.000000,18.180000,73.106667,54.926667,36.860595,17.992993,25.786875,0.000000,2.202000,2.202000,1.258286,1.078531,2.202000,0.000000,0.000000,0.000000,0.000000,0.000000,70.000000,229.000000,159.000000,138.142857,77.877551,70.000000
Na2O7P2Pd1,3.611153,8.000000,46.000000,38.000000,12.833333,6.250000,8.000000,2.000000,87.000000,85.000000,70.083333,24.041667,87.000000,15.999400,106.420000,90.420600,27.195239,14.463635,15.999400,54.800000,1828.050000,1773.250000,298.999167,284.899028,54.800000,1.000000,16.000000,15.000000,12.833333,4.416667,16.000000,2.000000,5.000000,3.000000,2.583333,0.680556,2.000000,66.000000,166.000000,100.000000,95.583333,34.513889,66.000000,0.930000,3.440000,2.510000,2.710000,0.851667,3.440000,0.000000,2.000000,2.000000,1.666667,0.500000,2.000000,0.000000,4.000000,4.000000,2.833333,1.416667,4.000000,0.000000,10.000000,10.000000,0.833333,1.527778,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,10.000000,9.000000,5.333333,1.555556,6.000000,0.000000,1.000000,1.000000,0.166667,0.277778,0.000000,0.000000,3.000000,3.000000,1.666667,0.833333,2.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3.000000,3.000000,1.833333,0.583333,2.000000,9.105000,29.243333,20.138333,15.147679,7.172738,9.105000,0.000000,1.625000,1.625000,0.270833,0.451389,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2.000000,229.000000,227.000000,64.250000,81.708333,12.000000
Br2Cu3O4Sr2,2.269563,8.000000,38.000000,30.000000,24.090909,11.702479,8.000000,8.000000,95.000000,87.000000,67.818182,23.834711,87.000000,15.999400,87.620000,71.620600,53.607600,27.351418,15.999400,54.800000,1357.770000,1302.970000,629.464545,550.179504,54.800000,2.000000,17.000000,15.000000,12.272727,4.429752,16.000000,2.000000,5.000000,3.000000,3.454545,1.057851,2.000000,66.000000,195.000000,129.000000,117.272727,37.289256,66.000000,0.950000,3.440000,2.490000,2.480000,0.872727,3.440000,1.000000,2.000000,1.000000,1.727273,0.396694,2.000000,0.000000,5.000000,5.000000,2.363636,2.148760,4.000000,0.000000,10.000000,10.000000,4.545455,4.958678,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2.000000,17.000000,15.000000,8.636364,4.330579,6.000000,0.000000,1.000000,1.000000,0.272727,0.396694,0.000000,0.000000,2.000000,2.000000,0.909091,0.826446,2.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2.000000,2.000000,1.181818,0.595041,2.000000,9.105000,54.230000,45.125000,21.550000,14.767273,9.105000,0.000000,1.457000,1.457000,0.264909,0.433488,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,12.000000,225.000000,213.000000,118.272727,97.024793,12.000000
Ba3Fe3O14Si2Ta1,4.042596,8.000000,73.000000,65.000000,19.956522,15.591682,8.000000,9.000000,87.000000,78.000000,70.173913,21.844991,87.000000,15.999400,180.947880,164.948480,45.244630,38.587085,15.999400,54.800000,3290.000000,3235.200000,689.747826,772.979962,54.800000,2.000000,16.000000,14.000000,12.478261,4.551985,16.000000,2.000000,6.000000,4.000000,3.043478,1.277883,2.000000,66.000000,215.000000,149.000000,102.478261,44.408318,66.000000,0.890000,3.440000,2.550000,2.679130,0.926276,3.440000,2.000000,2.000000,0.000000,2.000000,0.000000,2.000000,0.000000,4.000000,4.000000,2.608696,1.693762,4.000000,0.000000,6.000000,6.000000,0.913043,1.508507,0.000000,0.000000,14.000000,14.000000,0.608696,1.164461,0.000000,2.000000,19.000000,17.000000,6.130435,1.606805,6.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4.000000,4.000000,1.565217,0.952741,2.000000,7.000000,7.000000,0.826087,1.364839,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,7.000000,7.000000,2.391304,1.100189,2.000000,9.105000,63.590000,54.485000,17.801304,12.431493,9.105000,0.000000,0.773000,0.773000,0.067217,0.122745,0.000000,2.110663,2.110663,0.275304,0.478789,0.000000,12.000000,229.000000,217.000000,96.739130,103.160681,12.000000
As3Rb1Sn3,1.051639,33.000000,50.000000,17.000000,40.857143,7.836735,33.000000,4.000000,84.000000,80.000000,70.857143,19.102041,80.000000,74.921600,118.710000,43.788400,95.194657,20.156008,74.921600,312.460000,1090.000000,777.540000,728.242857,310.077551,505.080000,1.000000,15.000000,14.000000,12.571429,3.306122,14.000000,4.000000,5.000000,1.000000,4.571429,0.489796,4.000000,119.000000,220.000000,101.000000,142.000000,22.285714,119.000000,0.820000,2.180000,1.360000,1.891429,0.306122,1.960000,1.000000,2.000000,1.000000,1.857143,0.244898,2.000000,0.000000,3.000000,3.000000,2.142857,0.734694,2.000000,0.000000,10.000000,10.000000,8.571429,2.448980,10.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,15.000000,14.000000,12.571429,3.306122,14.000000,0.000000,1.000000,1.000000,0.142857,0.244898,0.000000,0.000000,4.000000,4.000000,3.000000,0.857143,3.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,4.000000,3.000000,3.142857,0.734694,3.000000,22.175000,90.722500,68.547500,36.728929,15.426735,22.175000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,141.000000,229.000000,88.000000,164.285714,19.959184,141.000000
S5Sb2Sn2,1.088964,16.000000,51.000000,35.000000,31.333333,17.037037,16.000000,80.000000,88.000000,8.000000,85.555556,2.716049,88.000000,32.065000,121.760000,89.695000,71.251667,43.540741,32.065000,388.360000,903.780000,515.420000,528.835556,166.641975,388.360000,14.000000,16.000000,2.000000,15.333333,0.740741,16.000000,3.000000,5.000000,2.000000,3.888889,0.987654,3.000000,105.000000,139.000000,34.000000,120.111111,16.790123,105.000000,1.960000,2.580000,0.620000,2.324444,0.283951,2.580000,2.000000,2.000000,0.000000,2.000000,0.000000,2.000000,2.000000,4.000000,2.000000,3.333333,0.740741,4.000000,0.000000,10.000000,10.000000,4.444444,4.938272,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6.000000,15.000000,9.000000,9.777778,4.197531,6.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2.000000,4.000000,2.000000,2.666667,0.740741,2.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2.000000,4.000000,2.000000,2.666667,0.740741,2.000000,25.786875,33.285000,7.498125,28.736042,3.276852,25.786875,0.000000,2.202000,2.202000,1.223333,1.087407,2.202000,0.000000,0.000000,0.000000,0.000000,0.000000,70.000000,166.000000,96.000000,107.111111,41.234568,70.000000
Hg2O7Sb2,1.241632,8.000000,80.000000,72.000000,28.909091,26.611570,8.000000,71.000000,87.000000,16.000000,83.727273,4.628099,87.000000,15.999400,200.590000,184.590600,68.790527,67.188707,15.999400,54.800000,903.780000,848.980000,241.800000,240.720000,54.800000,12.000000,16.000000,4.000000,15.090909,1.157025,16.000000,2.000000,6.000000,4.000000,3.272727,1.619835,2.000000,66.000000,139.000000,73.000000,91.272727,32.165289,66.000000,2.000000,3.440000,1.440000,2.925455,0.654876,3.440000,2.000000,2.000000,0.000000,2.000000,0.000000,2.000000,0.000000,4.000000,4.000000,3.090909,1.157025,4.000000,0.000000,10.000000,10.000000,3.636364,4.628099,0.000000,0.000000,14.000000,14.000000,2.545455,4.165289,0.000000,6.000000,26.000000,20.000000,11.272727,6.710744,6.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3.000000,3.000000,1.818182,0.661157,2.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3.000000,3.000000,1.818182,0.661157,2.000000,9.105000,31.560000,22.455000,16.120925,8.929359,9.105000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,12.000000,166.000000,154.000000,68.000000,71.272727,12.000000
Ca3O1Si1,0.581546,8.000000,20.000000,12.000000,16.400000,4.320000,20.000000,7.000000,87.000000,80.000000,37.200000,36.240000,7.000000,15.999400,40.078000,24.078600,32.863780,8.657064,40.078000,54.800000,1687.000000,1632.200000,1017.360000,385.024000,1115.000000,2.000000,16.000000,14.000000,7.200000,6.240000,2.000000,2.000000,4.000000,2.000000,3.400000,0.720000,4.000000,66.000000,176.000000,110.000000,141.000000,42.000000,176.000000,1.000000,3.440000,2.440000,1.668000,0.801600,1.000000,2.000000,2.000000,0.000000,2.000000,0.000000,2.000000,0.000000,4.000000,4.000000,1.200000,1.440000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2.000000,6.000000,4.000000,3.200000,1.440000,2.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4.000000,4.000000,1.200000,1.440000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4.000000,4.000000,1.200000,1.440000,0.000000,9.105000,37.770000,28.665000,28.571000,11.038800,37.770000,0.000000,0.773000,0.773000,0.154600,0.247360,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,12.000000,227.000000,215.000000,182.800000,68.320000,225.000000
Ag1Nb1Rb2Se4,2.579870,34.000000,47.000000,13.000000,37.250000,3.375000,34.000000,4.000000,89.000000,85.000000,59.500000,30.875000,89.000000,78.960000,107.868200,28.908200,85.943772,7.221759,78.960000,312.460000,2750.000000,2437.540000,823.231250,584.616875,494.000000,1.000000,16.000000,15.000000,10.250000,5.937500,16.000000,4.000000,5.000000,1.000000,4.500000,0.500000,4.000000,120.000000,220.000000,100.000000,153.625000,35.781250,120.000000,0.820000,2.550000,1.730000,1.921250,0.630937,2.550000,1.000000,2.000000,1.000000,1.500000,0.500000,2.000000,0.000000,4.000000,4.000000,2.000000,2.000000,4.000000,0.000000,10.000000,10.000000,6.750000,4.062500,10.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,16.000000,15.000000,10.250000,5.937500,16.000000,0.000000,1.000000,1.000000,0.500000,0.500000,0.000000,0.000000,2.000000,2.000000,1.000000,1.000000,2.000000,6.000000,6.000000,0.750000,1.312500,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,7.000000,6.000000,2.250000,1.187500,2.000000,16.330000,90.722500,74.392500,39.954375,25.384062,25.920000,0.000000,0.799000,0.799000,0.399500,0.399500,0.799000,0.000000,0.000000,0.000000,0.000000,0.000000,14.000000,229.000000,215.000000,121.000000,107.000000,14.000000
Cl7Na1,1.219708,11.000000,17.000000,6.000000,16.250000,1.312500,17.000000,2.000000,94.000000,92.000000,82.500000,20.125000,94.000000,22.989769,35.453000,12.463231,33.895096,2.726332,35.453000,171.600000,370.870000,199.270000,196.508750,43.590313,171.600000,1.000000,17.000000,16.000000,15.000000,3.500000,17.000000,3.000000,3.000000,0.000000,3.000000,0.000000,3.000000,102.000000,166.000000,64.000000,110.000000,14.000000,102.000000,0.930000,3.160000,2.230000,2.881250,0.487813,3.160000,1.000000,2.000000,1.000000,1.875000,0.218750,2.000000,0.000000,5.000000,5.000000,4.375000,1.093750,5.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,7.000000,6.000000,6.250000,1.312500,7.000000,0.000000,1.000000,1.000000,0.125000,0.218750,0.000000,0.000000,1.000000,1.000000,0.875000,0.218750,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,0.000000,1.000000,0.000000,1.000000,24.497500,29.243333,4.745833,25.090729,1.038151,24.497500,0.000000,2.493000,2.493000,2.181375,0.545344,2.493000,0.000000,0.000000,0.000000,0.000000,0.000000,64.000000,229.000000,165.000000,84.625000,36.093750,64.000000
I2V1,3.510757,23.000000,53.000000,30.000000,43.000000,13.333333,53.000000,46.000000,96.000000,50.000000,79.333333,22.222222,96.000000,50.941500,126.904470,75.962970,101.583480,33.761320,126.904470,386.850000,2183.000000,1796.150000,985.566667,798.288889,386.850000,5.000000,17.000000,12.000000,13.000000,5.333333,17.000000,4.000000,5.000000,1.000000,4.666667,0.444444,5.000000,139.000000,153.000000,14.000000,143.666667,6.222222,139.000000,1.630000,2.660000,1.030000,2.316667,0.457778,2.660000,2.000000,2.000000,0.000000,2.000000,0.000000,2.000000,0.000000,5.000000,5.000000,3.333333,2.222222,5.000000,3.000000,10.000000,7.000000,7.666667,3.111111,10.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,5.000000,17.000000,12.000000,13.000000,5.333333,17.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,0.666667,0.444444,1.000000,7.000000,7.000000,2.333333,3.111111,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,7.000000,6.000000,3.000000,2.666667,1.000000,13.010000,43.015000,30.005000,33.013333,13.335556,43.015000,0.000000,1.062000,1.062000,0.708000,0.472000,1.062000,0.000000,0.000000,0.000000,0.000000,0.000000,64.000000,229.000000,165.000000,119.000000,73.333333,64.000000
