formula,target,MagpieData minimum Number,MagpieData maximum Number,MagpieData range Number,MagpieData mean Number,MagpieData avg_dev Number,MagpieData mode Number,MagpieData minimum MendeleevNumber,MagpieData maximum MendeleevNumber,MagpieData range MendeleevNumber,MagpieData mean MendeleevNumber,MagpieData avg_dev MendeleevNumber,MagpieData mode MendeleevNumber,MagpieData minimum AtomicWeight,MagpieData maximum AtomicWeight,MagpieData range AtomicWeight,MagpieData mean AtomicWeight,MagpieData avg_dev AtomicWeight,MagpieData mode AtomicWeight,MagpieData minimum MeltingT,MagpieData maximum MeltingT,MagpieData range MeltingT,MagpieData mean MeltingT,MagpieData avg_dev MeltingT,MagpieData mode MeltingT,MagpieData minimum Column,MagpieData maximum Column,MagpieData range Column,MagpieData mean Column,MagpieData avg_dev Column,MagpieData mode Column,MagpieData minimum Row,MagpieData maximum Row,MagpieData range Row,MagpieData mean Row,MagpieData avg_dev Row,MagpieData mode Row,MagpieData minimum CovalentRadius,MagpieData maximum CovalentRadius,MagpieData range CovalentRadius,MagpieData mean CovalentRadius,MagpieData avg_dev CovalentRadius,MagpieData mode CovalentRadius,MagpieData minimum Electronegativity,MagpieData maximum Electronegativity,MagpieData range Electronegativity,MagpieData mean Electronegativity,MagpieData avg_dev Electronegativity,MagpieData mode Electronegativity,MagpieData minimum NsValence,MagpieData maximum NsValence,MagpieData range NsValence,MagpieData mean NsValence,MagpieData avg_dev NsValence,MagpieData mode NsValence,MagpieData minimum NpValence,MagpieData maximum NpValence,MagpieData range NpValence,MagpieData mean NpValence,MagpieData avg_dev NpValence,MagpieData mode NpValence,MagpieData minimum NdValence,MagpieData maximum NdValence,MagpieData range NdValence,MagpieData mean NdValence,MagpieData avg_dev NdValence,MagpieData mode NdValence,MagpieData minimum NfValence,MagpieData maximum NfValence,MagpieData range NfValence,MagpieData mean NfValence,MagpieData avg_dev NfValence,MagpieData mode NfValence,MagpieData minimum NValence,MagpieData maximum NValence,MagpieData range NValence,MagpieData mean NValence,MagpieData avg_dev NValence,MagpieData mode NValence,MagpieData minimum NsUnfilled,MagpieData maximum NsUnfilled,MagpieData range NsUnfilled,MagpieData mean NsUnfilled,MagpieData avg_dev NsUnfilled,MagpieData mode NsUnfilled,MagpieData minimum NpUnfilled,MagpieData maximum NpUnfilled,MagpieData range NpUnfilled,MagpieData mean NpUnfilled,MagpieData avg_dev NpUnfilled,MagpieData mode NpUnfilled,MagpieData maximum NdUnfilled,MagpieData range NdUnfilled,MagpieData mean NdUnfilled,MagpieData avg_dev NdUnfilled,MagpieData mode NdUnfilled,MagpieData maximum NfUnfilled,MagpieData range NfUnfilled,MagpieData mean NfUnfilled,MagpieData avg_dev NfUnfilled,MagpieData minimum NUnfilled,MagpieData maximum NUnfilled,MagpieData range NUnfilled,MagpieData mean NUnfilled,MagpieData avg_dev NUnfilled,MagpieData mode NUnfilled,MagpieData minimum GSvolume_pa,MagpieData maximum GSvolume_pa,MagpieData range GSvolume_pa,MagpieData mean GSvolume_pa,MagpieData avg_dev GSvolume_pa,MagpieData mode GSvolume_pa,MagpieData minimum GSbandgap,MagpieData maximum GSbandgap,MagpieData range GSbandgap,MagpieData mean GSbandgap,MagpieData avg_dev GSbandgap,MagpieData mode GSbandgap,MagpieData maximum GSmagmom,MagpieData range GSmagmom,MagpieData mean GSmagmom,MagpieData avg_dev GSmagmom,MagpieData mode GSmagmom,MagpieData minimum SpaceGroupNumber,MagpieData maximum SpaceGroupNumber,MagpieData range SpaceGroupNumber,MagpieData mean SpaceGroupNumber,MagpieData avg_dev SpaceGroupNumber,MagpieData mode SpaceGroupNumber
D6Fe1Mg2,4.186952,1.000000,26.000000,25.000000,6.222222,6.962963,1.000000,55.000000,92.000000,37.000000,82.555556,12.592593,92.000000,1.007940,55.845000,54.837060,12.278071,15.026841,1.007940,14.010000,1811.000000,1796.990000,415.673333,535.551111,14.010000,1.000000,8.000000,7.000000,2.000000,1.333333,1.000000,1.000000,4.000000,3.000000,1.777778,1.037037,1.000000,31.000000,141.000000,110.000000,66.666667,47.555556,31.000000,1.310000,2.200000,0.890000,1.961111,0.318519,2.200000,1.000000,2.000000,1.000000,1.333333,0.444444,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6.000000,6.000000,0.666667,1.185185,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,8.000000,7.000000,2.000000,1.333333,1.000000,0.000000,1.000000,1.000000,0.666667,0.444444,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4.000000,4.000000,0.444444,0.790123,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4.000000,4.000000,1.111111,0.641975,1.000000,6.615000,22.890000,16.275000,10.688889,5.431852,6.615000,0.000000,7.853000,7.853000,5.235333,3.490222,7.853000,2.110663,2.110663,0.234518,0.416921,0.000000,194.000000,229.000000,35.000000,197.888889,6.913580,194.000000
Rb1S2Y1,3.314208,16.000000,39.000000,23.000000,27.000000,11.000000,16.000000,4.000000,88.000000,84.000000,48.000000,40.000000,88.000000,32.065000,88.905850,56.840850,59.625912,27.560913,32.065000,312.460000,1799.000000,1486.540000,722.045000,538.477500,388.360000,1.000000,16.000000,15.000000,9.000000,7.000000,16.000000,3.000000,5.000000,2.000000,4.000000,1.000000,3.000000,105.000000,220.000000,115.000000,155.000000,50.000000,105.000000,0.820000,2.580000,1.760000,1.800000,0.780000,2.580000,1.000000,2.000000,1.000000,1.750000,0.375000,2.000000,0.000000,4.000000,4.000000,2.000000,2.000000,4.000000,0.000000,1.000000,1.000000,0.250000,0.375000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,6.000000,5.000000,4.000000,2.000000,6.000000,0.000000,1.000000,1.000000,0.250000,0.375000,0.000000,0.000000,2.000000,2.000000,1.000000,1.000000,2.000000,9.000000,9.000000,2.250000,3.375000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,9.000000,8.000000,3.500000,2.750000,2.000000,25.786875,90.722500,64.935625,43.665312,23.528594,25.786875,0.000000,2.202000,2.202000,1.101000,1.101000,2.202000,0.000000,0.000000,0.000000,0.000000,0.000000,70.000000,229.000000,159.000000,140.750000,70.750000,70.000000
K4P2Pd1S8,2.882805,15.000000,46.000000,31.000000,18.666667,3.822222,16.000000,3.000000,88.000000,85.000000,62.933333,32.088889,88.000000,30.973762,106.420000,75.446238,38.752048,9.207061,32.065000,317.300000,1828.050000,1510.750000,461.043333,182.267556,388.360000,1.000000,16.000000,15.000000,11.466667,5.777778,16.000000,3.000000,5.000000,2.000000,3.400000,0.533333,3.000000,105.000000,203.000000,98.000000,133.666667,37.688889,105.000000,0.820000,2.580000,1.760000,2.033333,0.647111,2.580000,0.000000,2.000000,2.000000,1.600000,0.533333,2.000000,0.000000,4.000000,4.000000,2.533333,1.688889,4.000000,0.000000,10.000000,10.000000,0.666667,1.244444,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,10.000000,9.000000,4.800000,2.026667,6.000000,0.000000,1.000000,1.000000,0.266667,0.391111,0.000000,0.000000,3.000000,3.000000,1.466667,0.977778,2.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3.000000,3.000000,1.733333,0.622222,2.000000,14.410000,73.106667,58.696667,37.218143,19.140546,25.786875,0.000000,2.202000,2.202000,1.391067,0.927378,2.202000,0.000000,0.000000,0.000000,0.000000,0.000000,2.000000,229.000000,227.000000,113.666667,76.355556,70.000000
Bi2In4S9,2.386478,16.000000,83.000000,67.000000,33.733333,21.280000,16.000000,75.000000,88.000000,13.000000,84.266667,4.942222,88.000000,32.065000,208.980400,176.915400,77.721187,54.787424,32.065000,388.360000,544.400000,156.040000,420.202667,38.211200,388.360000,13.000000,16.000000,3.000000,15.066667,1.120000,16.000000,3.000000,6.000000,3.000000,3.933333,1.120000,3.000000,105.000000,148.000000,43.000000,120.600000,18.720000,105.000000,1.780000,2.580000,0.800000,2.292000,0.345600,2.580000,2.000000,2.000000,0.000000,2.000000,0.000000,2.000000,1.000000,4.000000,3.000000,3.066667,1.120000,4.000000,0.000000,10.000000,10.000000,4.000000,4.800000,0.000000,0.000000,14.000000,14.000000,1.866667,3.235556,0.000000,6.000000,29.000000,23.000000,10.933333,5.920000,6.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2.000000,5.000000,3.000000,2.933333,1.120000,2.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2.000000,5.000000,3.000000,2.933333,1.120000,2.000000,24.260000,32.950000,8.690000,26.334792,1.764056,25.786875,0.000000,2.202000,2.202000,1.321200,1.056960,2.202000,0.000000,0.000000,0.000000,0.000000,0.000000,12.000000,139.000000,127.000000,80.666667,31.111111,70.000000
Rb2Se2,1.803637,34.000000,37.000000,3.000000,35.500000,1.500000,34.000000,4.000000,89.000000,85.000000,46.500000,42.500000,4.000000,78.960000,85.467800,6.507800,82.213900,3.253900,78.960000,312.460000,494.000000,181.540000,403.230000,90.770000,312.460000,1.000000,16.000000,15.000000,8.500000,7.500000,1.000000,4.000000,5.000000,1.000000,4.500000,0.500000,4.000000,120.000000,220.000000,100.000000,170.000000,50.000000,120.000000,0.820000,2.550000,1.730000,1.685000,0.865000,0.820000,1.000000,2.000000,1.000000,1.500000,0.500000,1.000000,0.000000,4.000000,4.000000,2.000000,2.000000,0.000000,0.000000,10.000000,10.000000,5.000000,5.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,16.000000,15.000000,8.500000,7.500000,1.000000,0.000000,1.000000,1.000000,0.500000,0.500000,0.000000,0.000000,2.000000,2.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,2.000000,1.000000,1.500000,0.500000,1.000000,25.920000,90.722500,64.802500,58.321250,32.401250,25.920000,0.000000,0.799000,0.799000,0.399500,0.399500,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,14.000000,229.000000,215.000000,121.500000,107.500000,14.000000
Br2Co1,3.552701,27.000000,35.000000,8.000000,32.333333,3.555556,35.000000,58.000000,95.000000,37.000000,82.666667,16.444444,95.000000,58.933195,79.904000,20.970805,72.913732,9.320358,79.904000,265.800000,1768.000000,1502.200000,766.533333,667.644444,265.800000,9.000000,17.000000,8.000000,14.333333,3.555556,17.000000,4.000000,4.000000,0.000000,4.000000,0.000000,4.000000,120.000000,126.000000,6.000000,122.000000,2.666667,120.000000,1.880000,2.960000,1.080000,2.600000,0.480000,2.960000,2.000000,2.000000,0.000000,2.000000,0.000000,2.000000,0.000000,5.000000,5.000000,3.333333,2.222222,5.000000,7.000000,10.000000,3.000000,9.000000,1.333333,10.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,9.000000,17.000000,8.000000,14.333333,3.555556,17.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,0.666667,0.444444,1.000000,3.000000,3.000000,1.000000,1.333333,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,3.000000,2.000000,1.666667,0.888889,1.000000,10.245000,29.480000,19.235000,23.068333,8.548889,29.480000,0.000000,1.457000,1.457000,0.971333,0.647556,1.457000,1.548471,1.548471,0.516157,0.688209,0.000000,64.000000,194.000000,130.000000,107.333333,57.777778,64.000000
Bi6O20Sr1V4,3.780552,8.000000,83.000000,75.000000,25.419355,23.100937,8.000000,8.000000,87.000000,79.000000,78.967742,13.086368,87.000000,15.999400,208.980400,192.981000,60.169561,59.375192,15.999400,54.800000,2183.000000,2128.200000,456.270968,518.027055,54.800000,2.000000,16.000000,14.000000,13.935484,3.075963,16.000000,2.000000,6.000000,4.000000,3.129032,1.456816,2.000000,66.000000,195.000000,129.000000,97.258065,40.332986,66.000000,0.950000,3.440000,2.490000,2.851290,0.759625,3.440000,2.000000,2.000000,0.000000,2.000000,0.000000,2.000000,0.000000,4.000000,4.000000,3.161290,1.082206,4.000000,0.000000,10.000000,10.000000,2.322581,3.146722,0.000000,0.000000,14.000000,14.000000,2.709677,4.370447,0.000000,2.000000,29.000000,27.000000,10.193548,7.279917,6.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3.000000,3.000000,1.870968,0.603538,2.000000,7.000000,7.000000,0.903226,1.573361,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,7.000000,7.000000,2.774194,1.177940,2.000000,9.105000,54.230000,45.125000,15.679677,9.172404,9.105000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,12.000000,229.000000,217.000000,46.870968,58.493236,12.000000
Cs2Fe1O4,3.312205,8.000000,55.000000,47.000000,24.000000,18.285714,8.000000,5.000000,87.000000,82.000000,59.000000,32.000000,87.000000,15.999400,132.905452,116.906052,55.093358,44.678809,15.999400,54.800000,1811.000000,1756.200000,376.197143,409.943673,54.800000,1.000000,16.000000,15.000000,10.571429,6.204082,16.000000,2.000000,6.000000,4.000000,3.428571,1.632653,2.000000,66.000000,244.000000,178.000000,126.285714,68.897959,66.000000,0.790000,3.440000,2.650000,2.452857,1.128163,3.440000,1.000000,2.000000,1.000000,1.714286,0.408163,2.000000,0.000000,4.000000,4.000000,2.285714,1.959184,4.000000,0.000000,6.000000,6.000000,0.857143,1.469388,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,8.000000,7.000000,4.857143,2.204082,6.000000,0.000000,1.000000,1.000000,0.285714,0.408163,0.000000,0.000000,2.000000,2.000000,1.142857,0.979592,2.000000,4.000000,4.000000,0.571429,0.979592,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,4.000000,3.000000,2.000000,0.571429,2.000000,9.105000,115.765000,106.660000,39.811429,43.402041,9.105000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2.110663,2.110663,0.301523,0.516897,0.000000,12.000000,229.000000,217.000000,105.000000,106.285714,12.000000
As4Rb2Zn5,0.941192,30.000000,37.000000,7.000000,32.363636,2.148760,30.000000,4.000000,84.000000,80.000000,62.636364,21.322314,69.000000,65.380000,85.467800,20.087800,72.502000,6.474545,65.380000,312.460000,1090.000000,777.540000,768.029091,234.160661,692.680000,1.000000,15.000000,14.000000,11.090909,3.669421,12.000000,4.000000,5.000000,1.000000,4.181818,0.297521,4.000000,119.000000,220.000000,101.000000,138.727273,29.553719,122.000000,0.820000,2.180000,1.360000,1.691818,0.355041,1.650000,1.000000,2.000000,1.000000,1.818182,0.297521,2.000000,0.000000,3.000000,3.000000,1.090909,1.388430,0.000000,0.000000,10.000000,10.000000,8.181818,2.975207,10.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,15.000000,14.000000,11.090909,3.669421,12.000000,0.000000,1.000000,1.000000,0.181818,0.297521,0.000000,0.000000,3.000000,3.000000,1.090909,1.388430,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3.000000,3.000000,1.272727,1.256198,0.000000,13.960000,90.722500,76.762500,30.904091,21.752149,13.960000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,166.000000,229.000000,63.000000,190.181818,17.586777,194.000000
Ba2In1S4,2.943494,16.000000,56.000000,40.000000,32.142857,18.448980,16.000000,9.000000,88.000000,79.000000,63.571429,31.183673,88.000000,32.065000,137.327000,105.262000,73.961714,47.881959,32.065000,388.360000,1000.000000,611.640000,569.027143,246.270204,388.360000,2.000000,16.000000,14.000000,11.571429,5.469388,16.000000,3.000000,6.000000,3.000000,4.142857,1.306122,3.000000,105.000000,215.000000,110.000000,141.714286,41.959184,105.000000,0.890000,2.580000,1.690000,1.982857,0.682449,2.580000,2.000000,2.000000,0.000000,2.000000,0.000000,2.000000,0.000000,4.000000,4.000000,2.428571,1.795918,4.000000,0.000000,10.000000,10.000000,1.428571,2.448980,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2.000000,13.000000,11.000000,5.857143,2.204082,6.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,5.000000,5.000000,1.857143,1.061224,2.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,5.000000,5.000000,1.857143,1.061224,2.000000,24.260000,63.590000,39.330000,36.369643,15.554490,25.786875,0.000000,2.202000,2.202000,1.258286,1.078531,2.202000,0.000000,0.000000,0.000000,0.000000,0.000000,70.000000,229.000000,159.000000,125.285714,63.183673,70.000000
N3Na1,5.044904,7.000000,11.000000,4.000000,8.000000,1.500000,7.000000,2.000000,82.000000,80.000000,62.000000,30.000000,82.000000,14.006700,22.989769,8.983069,16.252467,3.368651,14.006700,63.050000,370.870000,307.820000,140.005000,115.432500,63.050000,1.000000,15.000000,14.000000,11.500000,5.250000,15.000000,2.000000,3.000000,1.000000,2.250000,0.375000,2.000000,71.000000,166.000000,95.000000,94.750000,35.625000,71.000000,0.930000,3.040000,2.110000,2.512500,0.791250,3.040000,1.000000,2.000000,1.000000,1.750000,0.375000,2.000000,0.000000,3.000000,3.000000,2.250000,1.125000,3.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,5.000000,4.000000,4.000000,1.500000,5.000000,0.000000,1.000000,1.000000,0.250000,0.375000,0.000000,0.000000,3.000000,3.000000,2.250000,1.125000,3.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,3.000000,2.000000,2.500000,0.750000,3.000000,14.768750,29.243333,14.474583,18.387396,5.427969,14.768750,0.000000,6.437000,6.437000,4.827750,2.413875,6.437000,0.000000,0.000000,0.000000,0.000000,0.000000,194.000000,229.000000,35.000000,202.750000,13.125000,194.000000
As5I1Te7,0.629447,33.000000,53.000000,20.000000,44.769231,9.053254,52.000000,84.000000,96.000000,12.000000,88.153846,3.195266,90.000000,74.921600,127.600000,52.678400,107.285575,24.895365,127.600000,386.850000,1090.000000,703.150000,838.113077,193.759172,722.660000,15.000000,17.000000,2.000000,15.692308,0.532544,16.000000,4.000000,5.000000,1.000000,4.615385,0.473373,5.000000,119.000000,139.000000,20.000000,130.769231,9.053254,138.000000,2.100000,2.660000,0.560000,2.173846,0.079527,2.100000,2.000000,2.000000,0.000000,2.000000,0.000000,2.000000,3.000000,5.000000,2.000000,3.692308,0.532544,4.000000,10.000000,10.000000,0.000000,10.000000,0.000000,10.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,15.000000,17.000000,2.000000,15.692308,0.532544,16.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,3.000000,2.000000,2.307692,0.532544,2.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,3.000000,2.000000,2.307692,0.532544,2.000000,22.175000,43.015000,20.840000,30.556410,6.447239,34.763333,0.000000,1.062000,1.062000,0.331538,0.255030,0.464000,0.000000,0.000000,0.000000,0.000000,0.000000,64.000000,166.000000,102.000000,150.615385,13.325444,152.000000
Ba2Bi1In1S5,2.166471,16.000000,83.000000,67.000000,36.000000,22.222222,16.000000,9.000000,88.000000,79.000000,68.777778,26.567901,88.000000,32.065000,208.980400,176.915400,84.308600,58.048444,32.065000,388.360000,1000.000000,611.640000,546.216667,201.681481,388.360000,2.000000,16.000000,14.000000,12.444444,4.641975,16.000000,3.000000,6.000000,3.000000,4.222222,1.358025,3.000000,105.000000,215.000000,110.000000,138.333333,37.037037,105.000000,0.890000,2.580000,1.690000,2.053333,0.585185,2.580000,2.000000,2.000000,0.000000,2.000000,0.000000,2.000000,0.000000,4.000000,4.000000,2.666667,1.555556,4.000000,0.000000,10.000000,10.000000,2.222222,3.456790,0.000000,0.000000,14.000000,14.000000,1.555556,2.765432,0.000000,2.000000,29.000000,27.000000,8.444444,5.580247,6.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,5.000000,5.000000,2.000000,0.888889,2.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,5.000000,5.000000,2.000000,0.888889,2.000000,24.260000,63.590000,39.330000,34.813819,12.789414,25.786875,0.000000,2.202000,2.202000,1.223333,1.087407,2.202000,0.000000,0.000000,0.000000,0.000000,0.000000,12.000000,229.000000,217.000000,106.555556,61.629630,70.000000
Mn2Nb2O9Zn2,2.737963,8.000000,41.000000,33.000000,17.600000,11.520000,8.000000,47.000000,87.000000,40.000000,74.600000,14.880000,87.000000,15.999400,92.906380,76.906980,38.029563,26.436196,15.999400,54.800000,2750.000000,2695.200000,694.437333,768.033422,54.800000,5.000000,16.000000,11.000000,12.800000,3.840000,16.000000,2.000000,5.000000,3.000000,2.933333,1.120000,2.000000,66.000000,164.000000,98.000000,96.266667,36.320000,66.000000,1.550000,3.440000,1.890000,2.704000,0.883200,3.440000,1.000000,2.000000,1.000000,1.866667,0.231111,2.000000,0.000000,4.000000,4.000000,2.400000,1.920000,4.000000,0.000000,10.000000,10.000000,2.533333,3.040000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,5.000000,12.000000,7.000000,6.800000,1.440000,6.000000,0.000000,1.000000,1.000000,0.133333,0.231111,0.000000,0.000000,2.000000,2.000000,1.200000,0.960000,2.000000,6.000000,6.000000,1.466667,2.151111,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,7.000000,7.000000,2.800000,1.706667,2.000000,9.105000,18.180000,9.075000,11.146678,2.625772,9.105000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000310,0.000310,0.000041,0.000072,0.000000,12.000000,229.000000,217.000000,92.533333,96.640000,12.000000
K1N3O4,4.411336,7.000000,19.000000,12.000000,9.000000,2.500000,8.000000,3.000000,87.000000,84.000000,74.625000,17.906250,87.000000,14.006700,39.098300,25.091600,18.139500,5.239700,15.999400,54.800000,336.530000,281.730000,93.110000,60.855000,54.800000,1.000000,16.000000,15.000000,13.750000,3.187500,16.000000,2.000000,4.000000,2.000000,2.250000,0.437500,2.000000,66.000000,203.000000,137.000000,85.000000,29.500000,66.000000,0.820000,3.440000,2.620000,2.962500,0.535625,3.440000,1.000000,2.000000,1.000000,1.875000,0.218750,2.000000,0.000000,4.000000,4.000000,3.125000,0.875000,4.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,6.000000,5.000000,5.000000,1.000000,6.000000,0.000000,1.000000,1.000000,0.125000,0.218750,0.000000,0.000000,3.000000,3.000000,2.125000,0.656250,2.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,3.000000,2.000000,2.250000,0.562500,2.000000,9.105000,73.106667,64.001667,19.229115,13.469388,9.105000,0.000000,6.437000,6.437000,2.413875,3.017344,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,12.000000,229.000000,217.000000,107.375000,95.375000,12.000000
Ba2Se5Sn1,2.064662,34.000000,56.000000,22.000000,41.500000,9.375000,34.000000,9.000000,89.000000,80.000000,67.875000,29.437500,89.000000,78.960000,137.327000,58.367000,98.520500,24.450625,78.960000,494.000000,1000.000000,506.000000,621.885000,189.057500,494.000000,2.000000,16.000000,14.000000,12.250000,5.125000,16.000000,4.000000,6.000000,2.000000,4.625000,0.781250,4.000000,120.000000,215.000000,95.000000,146.125000,34.437500,120.000000,0.890000,2.550000,1.660000,2.061250,0.610937,2.550000,2.000000,2.000000,0.000000,2.000000,0.000000,2.000000,0.000000,4.000000,4.000000,2.750000,1.562500,4.000000,0.000000,10.000000,10.000000,7.500000,3.750000,10.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2.000000,16.000000,14.000000,12.250000,5.125000,16.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4.000000,4.000000,1.750000,0.875000,2.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4.000000,4.000000,1.750000,0.875000,2.000000,25.920000,63.590000,37.670000,36.258125,13.665938,25.920000,0.000000,0.799000,0.799000,0.499375,0.374531,0.799000,0.000000,0.000000,0.000000,0.000000,0.000000,14.000000,229.000000,215.000000,83.625000,87.031250,14.000000
Mn1P2Rb2S6,3.336555,15.000000,37.000000,22.000000,20.454545,6.842975,16.000000,4.000000,88.000000,84.000000,68.545455,26.479339,88.000000,30.973762,85.467800,54.494038,43.655561,17.255811,32.065000,312.460000,1519.000000,1206.540000,464.425455,191.740826,388.360000,1.000000,16.000000,15.000000,12.272727,5.057851,16.000000,3.000000,5.000000,2.000000,3.454545,0.661157,3.000000,105.000000,220.000000,115.000000,129.363636,34.710744,105.000000,0.820000,2.580000,1.760000,2.095455,0.562975,2.580000,1.000000,2.000000,1.000000,1.818182,0.297521,2.000000,0.000000,4.000000,4.000000,2.727273,1.487603,4.000000,0.000000,5.000000,5.000000,0.454545,0.826446,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,7.000000,6.000000,5.000000,1.454545,6.000000,0.000000,1.000000,1.000000,0.181818,0.297521,0.000000,0.000000,3.000000,3.000000,1.636364,0.892562,2.000000,5.000000,5.000000,0.454545,0.826446,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,5.000000,4.000000,2.272727,0.760331,2.000000,10.487586,90.722500,80.234914,35.617665,20.038122,25.786875,0.000000,2.202000,2.202000,1.496545,0.816298,2.202000,0.000310,0.000310,0.000028,0.000051,0.000000,2.000000,229.000000,227.000000,99.909091,68.231405,70.000000
Al3I1Te3,2.693465,13.000000,53.000000,40.000000,35.428571,19.224490,13.000000,73.000000,96.000000,23.000000,83.571429,9.061224,73.000000,26.981539,127.600000,100.618461,84.378441,49.197345,26.981539,386.850000,933.470000,546.620000,765.034286,144.373469,722.660000,13.000000,17.000000,4.000000,14.857143,1.591837,13.000000,3.000000,5.000000,2.000000,4.142857,0.979592,3.000000,121.000000,139.000000,18.000000,130.857143,8.448980,121.000000,1.610000,2.660000,1.050000,1.970000,0.308571,1.610000,2.000000,2.000000,0.000000,2.000000,0.000000,2.000000,1.000000,5.000000,4.000000,2.857143,1.591837,1.000000,0.000000,10.000000,10.000000,5.714286,4.897959,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3.000000,17.000000,14.000000,10.571429,6.489796,3.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,5.000000,4.000000,3.142857,1.591837,2.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,5.000000,4.000000,3.142857,1.591837,2.000000,16.480000,43.015000,26.535000,28.106429,9.965510,16.480000,0.000000,1.062000,1.062000,0.350571,0.300490,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,64.000000,225.000000,161.000000,170.714286,46.530612,152.000000
