material formula,Band_gap_GGA,Band_gap_HSE,Band_gap_GGA_optical,Band_gap_HSE_optical
K1N3,4.239607,5.531075,4.239607,5.531075
K1N3O4,2.83344,4.411336,2.878986,4.548037
K1Na1O1,2.137253,3.479197,4.100398,5.546441
K1Na1O2Zn1,2.248751,3.351159,2.248751,3.351159
K1Na1O6V2,3.2470689999999998,4.455325,3.2470689999999998,4.455325
K1Na1S1,2.54876,3.540228,2.54876,3.540228
K1Na1Se1,2.051892,2.955867,2.051892,2.955867
K1Na1Te1,1.939156,2.688324,1.939156,2.688324
K1Na2Ni1O2,1.83398,2.997438,3.485567,2.997438
K1Na2Sb1,0.669578,1.277168,0.669578,1.277168
K1Na4Sb3Sn1,0.41401,0.872788,0.910998,1.41641
K1Nb1O3,1.428932,2.631402,4.97467,6.566751
K1Nb1S2,0.776863,1.294629,1.606983,2.238727
K1Nb1Se2,0.653746,1.144427,1.674951,2.327405
K1Nb3O8,2.477313,3.875435,3.750276,5.182839
K1Ni1P1S4,2.106923,2.932902,2.391332,3.246222
K1O11V6,0.289689,0.918202,0.443246,0.918202
K1O12P1S2Sb2,4.188334,5.476047,4.330025,5.623457
K1O12P3Ti2,2.381617,3.910543,2.452123,3.988958
K1O12Sb3Zn4,1.963776,3.351088,4.324762,5.935761
K1O12Se2V3,2.365473,3.517996,2.493307,3.632038
K1O1Tl1,1.128147,1.895897,3.360957,4.208953
K1O2,0.0,0.954582,0.0,0.95471
K1O2Sb1,1.909594,2.845717,1.909594,2.845717
K1O2Tl1,0.859925,1.841017,4.410549,5.724155
K1O3,0.0,0.511828,0.0,0.511828
K1O3Pd2,0.376809,1.727982,0.77466,2.221869
K1O3Sb1,0.988116,2.467165,3.912704,5.707673
K1O3Ta1,2.055544,3.32806,6.120221,7.789657
K1O4Ru1,0.0,1.22684,0.0,1.626729
K1O5Sb1Si1,2.835545,4.585945,3.90943,5.730746
K1O5Te1V1,3.2559270000000002,4.254534,3.271284,4.271217
K1O6S1V1,1.822722,2.743625,1.827052,2.743625
K1O6Te2,1.132714,2.093824,2.107878,3.252187
K1O7Sb1Zn4,1.63983,2.725595,1.63983,2.725595
K1O8P2Sb1,2.956811,4.644082,6.343889,8.142731
K1O8S2V1,1.976313,3.102703,3.382287,4.919592
K1O8V3,2.078664,3.040603,2.469806,3.468706
K1P1,1.036423,1.696084,1.036423,1.696084
K1P1Pb1S4,2.392197,3.31471,2.392197,3.748852
K1P1Pd1S4,1.505823,2.679237,1.90553,3.113543
K1P1S3,1.689084,2.728154,2.756176,3.782715
K1P1S4Sn1,1.871162,2.56853,2.312284,3.054788
K1P1S5Ti1,1.190259,2.117337,1.595589,2.566868
K1P1Se3,1.373974,2.220727,1.91111,2.809576
K1P1Se5Ti1,0.853634,1.686717,1.262345,2.070253
K1P1Se6,1.779735,2.596353,1.872025,2.686366
K1P1Se6Zr1,0.021267,0.064219,0.119151,0.197597
K1P1Zn1,1.0442,1.699441,1.0442,1.699441
K1P2S6Sb1,2.226442,3.11326,2.226442,3.11326
K1P2S7V1,1.339305,2.115012,2.244446,3.296303
K1P2Sb1Se6,1.662007,2.460954,2.168675,2.956748
K1P2Se6Y1,1.860733,2.737967,2.003901,2.895539
K1P2Te1,1.11413,1.812073,1.676208,2.416467
K1P3Zn4,0.651478,1.103076,1.66013,2.267303
K1Pt2S3,1.246945,2.056869,1.246945,2.056869
K1Pt2Se3,0.939334,1.568099,0.939334,1.568099
K1Rb1S1,2.162443,3.111366,2.162443,3.111366
K1S2Sb1,1.51364,2.205494,1.637272,2.316151
K1S2Y1,2.337597,3.344225,3.489476,4.662074
K1S4Si1Y1,2.729767,3.773383,3.286322,4.394114
K1S8V5,0.5679219999999998,1.081492,1.059901,1.728706
K1Sb1,0.639956,1.147005,1.125227,1.680493
K1Sb1Se2,1.377727,2.084908,2.068718,2.775046
K1Sb1Sn1,0.234987,0.584107,1.104539,1.612803
K1Sb1Zn1,0.664613,1.323095,0.664613,1.323095
K1Sb2,0.08455,0.507139,0.858025,1.277129
K1Sb2Se4,1.037816,1.648876,1.665054,2.428382
K1Se4Sn2,1.148814,1.876288,1.99448,2.771528
K1Si1,1.123147,1.678455,1.664609,2.265905
K1Sn1,0.665523,1.091688,1.004523,1.445389
K1Te2Y1,1.317609,2.090857,2.141314,3.065961
K2La2O10Ti3,1.893724,3.231192,3.778224,5.430479
K2Li14O14Pb3,1.92235,3.123873,3.074084,4.556976
K2Mg1P2Se6,1.797369,2.805741,2.330957,3.334289
K2Mn1Na1O4,1.646627,3.174812,1.80632,3.378272
K2Mn1O12V4,2.00482,2.566802,2.145014,2.691513
K2Mn1O7V2,2.450026,3.223525,2.499179,3.327009
K2Mn1P2S6,2.466247,3.244769,2.517711,3.291296
K2Mn1P2Se6,1.601515,2.467498,1.77058,2.647876
K2Mn1S2,2.550597,3.433518,3.819742,4.741994
K2Mn1Se2,2.291843,3.149064,3.582175,4.459321
K2Mn1Se4Sn1,1.262628,2.005062,1.262628,2.005062
K2Mn1Te2,2.368358,3.100112,3.077595,3.864381
K2Mn2O3,1.461213,2.491786,3.637043,4.701345
K2Mo1O1S3,1.544223,2.280671,1.544223,2.280671
K2Mo1O2S2,1.985586,2.812229,2.235504,3.127796
K2Mo1O3S1,2.787791,3.811461,2.787791,3.811461
K2Mo1S4,1.30769,2.031145,1.30769,2.031145
K2N1O7S2,2.061483,2.965037,4.144544,2.965037
K2N4Ni1O12,3.016042,4.859594,3.128479,4.968311
K2N4O12Pd1,2.005615,3.95116,2.067514,3.95116
K2N4O8Pd1,2.107504,4.000714,2.225085,4.105555
K2N6Ni1O12Pb1,1.7862769999999997,3.2544899999999997,1.7862769999999997,3.2544899999999997
K2N6Ni1O12Sr1,2.153146,3.805398,2.291366,3.989197
K2Na1O3Tl1,1.111247,2.368907,1.111247,2.368907
K2Na3O4Tl1,1.256926,2.5123,1.256926,2.5123
K2Na3P3Si1,0.860527,1.517845,1.54645,2.290734
K2Nb5O15Y1,1.617918,2.884832,3.026394,4.456165
K2Ni1O2,2.79391,3.425274,3.049651,3.721877
K2Ni1P2,1.412292,1.806203,1.80629,1.806203
K2Ni3S4,1.394115,2.169986,1.82792,2.664198
K2Ni3Se4,0.975046,1.650889,1.362088,2.086027
K2O1,1.657981,2.877184,6.007048,7.548283
K2O11Sb4,1.882438,3.455448,3.412689,5.116393
K2O13Ti6,2.59478,4.035234,2.97483,4.429293
K2O2,2.319813,3.89854,3.813779,5.350474
K2O21V8,1.247483,1.999727,2.296047,3.336846
K2O26Pd1S8,1.669857,3.643281,4.286317,3.643281
K2O2Pb1,1.91226,2.73441,1.91226,2.73441
K2O2Pd1,1.445556,3.236109,3.45279,5.031018
K2O2Zn1,2.450976,3.515193,5.589091,3.515193
K2O3Pb1,1.159345,2.498156,1.159345,2.498156
K2O3Pb2,1.598265,2.303363,1.727046,2.433269
K2O3Sn1,2.097259,3.592147,2.097259,3.592147
K2O3Sn2,1.337572,2.003826,1.379322,2.040618
K2O4Pb2,1.357382,2.237427,1.773121,2.704652
K2O4Ru1,0.59915,2.592467,0.676162,2.592467
K2O4Zn3,2.114358,3.051682,2.114358,3.051682
K2O5S2,0.961268,1.660732,1.035692,1.735603
K2O6P1Sb1,2.545667,4.159086,2.545667,4.159086
K2O6S2Se1,2.73051,3.975108,2.73051,3.975108
K2O7Sr1Ta2,1.97924,3.354712,5.334931,6.920067
K2O7W2,2.232098,3.433221,3.536038,4.872475
K2O7Zn6,1.55295,2.762743,1.55295,2.762743
K2O8V3,1.974395,3.021335,2.134446,3.522184
K2O9Si3Ti1,3.2280390000000003,4.841837,3.288206,4.904282
K2O9Si3Zr1,4.859295,6.532386,5.217383,7.039029
K2O9Ti4,2.829864,4.295638,3.181694,4.650279
K2P2Pd1,0.975912,1.797221,1.430387,2.249425
K2P2Si1,1.205604,1.974956,2.858622,3.63733
K2Pd1S2,1.047882,2.218475,4.22767,3.988467
K2Pd1Se2,0.781251,1.504118,4.09651,3.310244
K2Pd1Te2,0.731185,1.165888,1.858842,2.369234
K2Pd3S4,1.193631,2.284837,1.684028,2.684482
K2Pd3Se4,0.775383,1.53054,1.15244,1.977252
K2Pt1S15,1.937469,2.748644,2.082654,2.887367
K2Pt1S2,1.213434,2.349555,3.870374,5.092154
K2Pt1Se2,0.900252,1.92522,3.296853,4.557134
K2Pt1Te2,0.751092,1.382158,3.055353,3.02137
K2S1,2.315954,3.25143,5.250074,6.413505
K2S10Sb2Sn3,1.609788,2.418201,1.897508,2.724742
K2S2,1.444087,2.547581,3.788257,4.817476
K2S3,1.243929,2.334169,2.649949,3.825865
K2S3Te1,0.584433,0.635535,0.591698,0.641639
K2S3Ti1,1.002237,1.857773,1.002237,1.857773
K2S5,1.683933,2.711343,1.905946,2.962775
K2S5Sn2,1.404362,2.237308,2.124047,3.048549
K2S6,1.640933,2.553146,1.866512,2.794092
K2S7Sb4,1.374758,2.043851,2.100695,2.82255
K2Se1,2.094623,2.961627,5.006684,6.080115
K2Se2,0.561985,1.501897,3.740191,4.699793
K2Se3,0.592572,1.381647,2.194891,3.193173
K2Se3Sn1,1.620857,2.486134,1.620857,2.486134
K2Se3Te1,1.637412,2.437533,1.964509,2.823674
K2Se4W1,1.208178,1.855119,1.208178,1.855119
K2Se5,0.656328,1.391958,1.020033,1.758783
K2Se5Sn2,0.876644,1.543628,1.556566,2.306541
K2Sn1Te3,0.957713,1.613829,1.431539,1.613829
K2Sn1Te5,0.60243,1.086652,0.905468,1.086652
K2Te1,2.116617,2.856831,4.602727,5.436899
K2Te2,0.256741,0.979886,3.396861,4.246611
K2Te2Zn1,2.253934,2.947574,2.873971,2.947574
K2Te3,0.71064,1.426568,0.779924,1.493267
K2Te3Zr1,0.489467,0.943109,0.636102,1.132002
K3La1O9Te2,2.6342220000000003,4.286974,2.6342220000000003,4.286974
K3Li1Na2O6Te1,2.24545,3.758304,3.765322,5.411403
K3Li1Si4,1.511797,2.093867,1.511797,2.093867
K3Lu1O8V2,3.407889,4.633694,3.944128,5.175066
K3Mn1O3,1.846947,3.185415,1.939798,3.185415
K3Mn1O4,1.951483,3.502122,2.050076,3.613512
K3N1O3,0.179875,1.165697,0.269796,1.244926
K3Na1O8Ru2,0.586676,2.527887,0.586676,2.527887
K3Na1O8W2,4.830637,6.364497,5.0932,6.364497
K3Na1O9Re2,1.788455,3.112797,1.788455,3.112797
K3Na1Se8Sn3,1.421468,2.299115,1.610699,2.488396
K3Na2P3Sn1,0.994871,1.693956,1.827295,2.586504
K3Nb1O8,2.591843,4.335562,3.245652,5.570887
K3Nb1S4,2.341033,3.298023,2.341033,3.298023
K3Nb1Se4,1.81904,2.664207,1.81904,2.664207
K3Ni1O2,0.847334,3.013579,0.918736,3.251732
K3Ni2O4,1.2895780000000001,0.126405,1.893142,0.307261
K3O14V5,2.239713,3.249732,2.564195,3.590149
K3O2S2V1,2.471357,3.311236,2.471357,3.311236
K3O4Sb1,1.746023,3.249604,4.049555,5.787427
K3O8Ta1,2.981913,5.25235,3.681061,5.598476
K3O8V2Y1,3.399586,4.629576,3.968407,5.201307
K3O8V3,1.689342,2.629242,1.689342,2.629242
K3O9S3Sb7,1.804977,2.492766,2.27865,3.026988
K3P1,0.180794,0.754267,1.756792,2.417764
K3P11,1.87565,2.680529,2.009218,2.825909
K3P1S4,2.824055,3.984589,2.824055,3.984589
K3P1Se16,1.132682,1.873956,1.401128,2.119158
K3P1Se4,1.670635,2.667471,1.670635,2.667471
K3P5Ru1Se10,0.8719,1.691377,1.128865,1.926069
K3S3Sb1,2.689739,3.515466,2.823749,3.712638
K3S4Sb1,2.119148,3.235182,4.116182,5.218145
K3S4Ta1,2.755401,3.713095,2.755401,3.713095
K3S4V1,1.854423,2.531026,1.854423,2.531026
K3Sb1,0.63953,1.211373,0.63953,1.211373
K3Sb1Se3,2.297282,3.066807,2.355997,3.175525
K3Sb1Se4,1.363955,2.29956,1.363955,2.29956
K3Sb1Te3,1.733718,2.434103,1.803389,2.521322
K3Se3Sn1,1.63381,2.406755,2.007025,2.799544
K3Si1Te3,1.699089,2.501997,2.119631,2.931042
K3Sn1Te3,1.227245,1.856137,1.760764,2.423614
K4N6Ni1O12,2.077106,3.735505,2.151277,3.837102
K4N6O12Ru1,2.317173,3.903003,2.401536,3.903003
K4Na2O6Te1,2.206523,3.711862,2.206523,3.711862
K4Ni3O6,0.5870500000000001,1.3037670000000001,1.968277,1.3037670000000001
K4O3Sb2,1.263655,2.094164,1.263655,2.094164
K4O3Sn1,2.243006,3.086247,2.243006,3.086247
K4O3Zn1,2.010752,3.150447,2.010752,3.150447
K4O4Pb1,1.602484,3.008101,2.561643,3.008101
K4O4Si1,2.867921,4.356091,4.346085,5.843279
K4O4Sn1,2.266501,3.757261,4.037854,5.691893
K4P2Pd1S8,1.747428,2.882805,2.934975,4.21489
K4P2Zn1,0.943204,1.611624,2.303607,2.963653
K4P6,1.031584,1.666339,1.190032,1.835371
K4S11Ta2,1.643359,2.51907,1.964917,2.51907
K4Se2Sn1Te2,1.554474,2.337781,1.554474,2.337781
K4Se4Sn1,1.723305,2.579761,1.723305,2.579761
K4Se8Sn3,1.446577,2.302462,1.737992,2.589906
K5Sb3Sn1,0.489947,1.029594,0.489947,1.029594
K5Te3,0.0,0.517405,0.0,4.037652
K6Mg1O4,1.612915,2.865808,1.612915,2.865808
K6Mn1S4,1.873255,2.685137,3.216483,4.055983
K6Mn1Se4,1.619276,2.389416,1.619276,2.389416
K6Mn1Te4,1.672023,2.33925,1.672023,2.33925
K6N4O3W2,2.126291,3.244397,2.686821,3.841416
K6O5Pb2,2.187349,3.082326,2.722363,3.650117
K7Nb1O24S6,2.801398,4.15293,2.819519,4.173407
K8Sb4Sn1,0.278963,0.761721,0.912426,1.432259
K8Tl10Zn1,0.011723,0.02945,0.0184,0.02945
Kr,7.223685,8.638966,7.223685,8.638966
La1Li3P2,0.5958559999999995,1.028277,2.403974,2.977665
La1Li3Sb2,0.16579299999999986,0.4591409999999998,1.507014,1.906957
La1Lu1S3,2.22086,3.429519,2.22086,3.637682
La1Mg1Na1O6Te1,2.561244,4.096785,3.586302,5.15551
La1Mn1Na1O6W1,2.083839,2.88212,2.426654,3.279117
La1Mn1O1Sb1,0.757962,1.240174,1.24724,1.854751
La1Mn1O3,0.0,0.718741,0.0,3.038031
La1Mn3O12V4,0.951001,0.229668,1.159903,0.912229
La1N1,0.0,0.813988,0.0,0.813988
La1N1O4,0.889472,2.155588,0.889472,2.155588
La1N2O1Ta1,0.668538,1.625889,0.668538,1.625889
La1N3O6,2.194276,4.121284,2.42464,4.45128
La1Na1O4Ti1,2.305537,3.822525,2.839216,4.385164
La1Na1Se2,2.123862,2.863694,3.243953,4.225354
La1Nb2O7Rb1,1.780232,3.220369,3.405931,4.940572
La1Ni1O2,0.41846900000000087,2.561908,3.090102,2.561908
La1O1P1Zn1,0.830344,1.364403,0.830344,1.364403
La1O1Sb1Zn1,0.125938,0.605081,0.125938,0.605081
La1O3Rh1,0.58267,2.031809,0.58267,2.031809
La1O3Ti1,0.0,0.944514,0.0,2.014335
La1O3Tl1,0.293709,1.075689,2.527253,3.723501
La1O4Sb1,3.031751,4.644977,3.031751,4.644977
La1O6Sb1Sr2,3.5883260000000003,5.200324,4.61613,6.551113
La1O7Rb1Ta2,2.233325,3.642244,4.061274,6.776788
La1O9Sb3,1.659515,3.299536,1.659515,3.299536
La1O9V3,2.611852,3.789071,2.743645,3.962382
La1P1,0.0,0.152048,0.0,2.195365
La1P1S1,0.363269,0.852428,0.725279,1.360121
La1P2,0.461536,1.004797,0.461536,1.004797
La1P2S6Tl1,2.547379,3.650388,2.619642,3.797548
La1P2S7Tl2,2.048877,3.068573,2.281204,3.351465
La1P2Se6Tl1,1.752318,2.624976,1.948897,2.856946
La1P5,0.159328,0.660004,0.159328,0.660004
La1P7,0.0,1.500317,0.0,2.350793
La1Rb1S2,2.64699,3.527517,3.783855,4.790432
La1Rb1S4Si1,2.711528,3.626168,2.975734,4.029117
La1Rb1Se2,2.295151,3.084558,3.25877,4.176714
La1S2,0.632163,1.305186,2.119055,3.289913
La1S3Sc1,1.685744,2.80212,1.685744,2.80212
La1S6Y3,1.07779,1.898015,1.07779,1.898015
La1Se2,0.054751,0.431685,0.732777,1.095744
La2Li1O6Ru1,0.307157,2.252187,0.360821,2.333719
La2Li2O10Ti3,1.93465,3.335929,3.616551,5.30751
La2Mg1Mn1O6,1.892932,3.229018,2.667073,4.106121
La2Mn1Ni1O6,1.570561,2.325633,2.266532,2.992754
La2Mn1O6V1,1.112683,1.627192,1.3849,1.951782
La2Mo1O5,0.112504,1.28477,0.616687,1.823622
La2Na1O6Os1,0.467862,2.316158,0.595829,2.454997
La2Na1O6Ru1,0.461771,2.429335,0.544179,2.537629
La2Na2O10Ti3,1.960984,3.330096,3.850384,5.551692
La2Ni1O4,1.733467,2.388861,4.027151,4.524453
La2Ni2O5,2.407498,3.239986,2.762565,3.599243
La2O2S2,1.484552,2.516469,2.346126,3.48648
La2O2S3Sn1,1.573122,2.612393,1.573122,2.612393
La2O2Se1,2.477407,3.666882,3.41115,4.965372
La2O2Te1,2.074733,2.910867,2.945849,4.536796
La2O3,3.201735,4.668656,4.026638,5.911581
La2O4Se1Si1,2.39505,3.759372,2.542635,4.341303
La2O5Pd2,1.209696,2.848744,2.188348,3.804375
La2O5Re1,1.059198,2.133124,1.667229,2.640643
La2O5Ru1,0.0,1.013831,0.0,1.035615
La2O6Ti1Zn1,2.892475,4.231616,2.995918,4.321339
La2O7Sn2,2.68112,4.11157,2.68112,4.11157
La2O7Ti2,2.587222,4.075338,3.70439,5.323193
La2O7Zr2,0.0,0.431257,0.0,0.431257
La2O9Si1Ti2,2.467901,3.85108,2.852841,4.278583
La2O9W2,2.859113,4.194871,2.859113,4.194871
La2S3,1.011342,1.747765,1.011342,1.747765
La2S5Si1,2.366728,3.371817,2.627055,3.747876
La2S5Sn1,0.0,0.390332,0.0,1.746978
La2S5Zr1,1.106126,1.892429,1.106126,1.892429
La2Se5Zr1,0.772915,1.454715,0.772915,1.454715
La3Lu1Se6,0.450149,1.106423,0.450149,1.106423
La3Mn1O6S3W1,0.0,0.660156,0.0,0.733801
La3Mn2O14Sb3,1.242495,2.186179,1.242495,2.186179
La3N11Si6,3.022606,4.352707,3.022606,4.352707
La3N1S3,1.337926,2.150037,2.190148,3.120742
La3Nb1O7,2.735667,4.106527,3.039879,4.498916
La3O3Sb1,0.708525,1.301852,0.820098,1.417235
La3O7Sb1,2.796225,4.405762,4.528372,6.40251
La3O8Re1,1.793817,2.869448,1.987777,2.869448
La4Li1Ni1O8,1.426209,3.224825,3.032877,4.588412
La4Mn1S7,2.4332339999999997,3.073333,2.651773,3.073333
La4N2S3,1.198111,1.982873,2.389877,3.419863
La4N2Se3,1.643253,2.41837,2.213748,3.11165
La4Ni1S7,1.787667,2.585011,1.787667,2.585011
La4O12Ti3,2.775889,4.196705,2.775889,4.196705
La4O4Se3,0.790499,1.042224,1.02394,1.312822
La4O7Pd1,0.31254,2.147179,3.088615,4.852303
La5Mg1O16Re3,0.039279,1.220274,0.205274,1.60071
La5Mn1O16Os3,0.170803,1.51753,0.50576,1.51753
La5N1O2S4,1.437781,2.279717,1.96087,2.875443
La6O18Re4,0.146668,1.087259,0.665211,1.775576
Li14O14Pb3Rb2,1.902681,3.103323,3.088991,4.507162
Li1Mg1N1,2.368866,3.469027,2.368866,3.469027
Li1Mg1P1,0.0,0.515539,0.0,4.939796
Li1Mn1O2,1.636444,3.066402,1.842207,3.306503
Li1Mn1O4,1.458604,2.463382,1.852334,3.084284
Li1Mn1O4V1,2.572286,3.260655,2.764646,3.464316
Li1Mn1O7P2,1.313674,2.74558,1.48991,2.927215
Li1Mn1Sb1,0.964971,1.477757,1.512138,2.116495
Li1Mo1S2,1.043896,1.611909,1.617791,1.611909
Li1Mo2O8Sb1,1.718348,2.570695,1.795519,2.652018
Li1Mo3O8Sc1,1.216367,2.384486,1.797134,2.384486
Li1Mo3O8Y1,1.282528,2.410179,1.282528,2.410179
Li1Mo3Se3,0.0,0.19262,0.0,1.652159
Li1N1O3,2.985228,5.014179,3.611648,5.683982
Li1N1Sr1,0.275697,1.169924,1.434454,2.411803
Li1N2Na5,0.0,0.117432,0.0,2.803257
Li1N3,3.765681,5.006667,4.882307,5.006667
Li1N3Si2,5.156664,6.509345,5.75947,7.249926
Li1Na1S1,3.190754,4.217542,3.190754,4.217542
Li1Na1Se1,2.489786,3.434165,2.489786,3.434165
Li1Na1Te1,2.285351,3.029209,2.285351,3.029209
Li1Nb1O2,1.604177,2.373726,1.604177,2.373726
Li1Nb1O3,2.312424,3.602255,2.36361,3.662901
Li1Nb1O4Zn1,2.936499,4.333161,3.542678,4.962729
Li1Nb1O6W1,2.308416,3.623597,2.949886,4.311435
Li1Nb1Rb2S4,2.281466,3.177852,2.396239,3.30072
Li1Nb1S2,0.716267,1.178375,1.593432,2.144486
Li1Ni1O2,0.019022,1.418183,2.49378,3.477084
Li1Ni1O4P1,3.3247269999999998,4.732804,3.3247269999999998,4.732804
Li1O12P3Ti2,2.280934,3.810221,2.428224,3.933465
Li1O12Te2V3,2.01445,2.677135,2.154152,2.677135
Li1O13V6,0.208997,0.982142,0.910404,1.885091
Li1O1Rb1,2.158097,3.534147,3.619831,5.028716
Li1O2Rh1,1.560064,3.334884,1.560064,3.334884
Li1O2Sb1,2.586958,3.527955,2.58853,3.527955
Li1O2Tl1,0.428405,1.136389,4.59653,6.052666
Li1O2V1,1.65893,1.233173,3.483227,3.066466
Li1O3Rb1Zn2,2.632385,3.711327,4.289457,3.711327
Li1O3Sb1,2.138552,3.780842,2.138552,3.780842
Li1O3Ta1,2.450136,3.898281,2.450136,3.898281
Li1O3V1,2.644412,3.778469,2.781121,3.917173
Li1O5P1V1,1.766579,2.909588,1.766579,2.909588
Li1O5Te1V1,2.623232,3.537583,2.720146,3.654889
Li1O5V2,1.149718,2.112324,1.175303,2.154163
Li1O6Ru1Sr3,0.388795,2.381691,0.388795,2.381691
Li1O6Sb1W1,2.289455,3.921886,2.289455,3.921886
Li1O6Si2Ti1,0.249354,2.224502,0.347173,2.341211
Li1O6Si2V1,1.921796,3.009297,1.973957,3.064733
Li1O7P2V1,1.957879,3.066321,2.101834,3.219977
Li1O8Sb3,0.968,2.497805,0.968,2.497805
Li1O8V3,1.786259,2.586888,2.520845,3.579324
Li1P1,0.763178,1.38858,1.367577,2.103425
Li1P1S4Zn1,2.708264,3.843471,3.86821,4.999379
Li1P1Sr1,1.322572,2.044546,2.51234,3.326777
Li1P5,1.154129,1.880793,1.154129,2.170686
Li1P7,1.628892,2.363283,1.64705,2.366457
Li1Rb1S1,2.796408,3.797164,3.987651,5.008922
Li1Rb1Se1,2.325585,3.250198,3.734408,4.671027
Li1Rb2S4Ta1,2.708803,3.612111,2.840505,3.753162
Li1Rb2S4V1,1.910986,2.664131,1.910986,2.664131
Li1S2Sb1,1.066744,1.66614,2.247417,2.962694
Li1S2Sc1,1.464536,2.504231,2.400762,3.667222
Li1S2Y1,1.864342,2.807647,3.318262,4.421707
Li1Sb1Sr1,0.635774,1.204561,0.635774,1.204561
Li1Sb1Zn1,0.5114,0.987955,0.5114,1.635831
Li1Se2Y1,1.445677,2.298269,2.747363,3.779899
Li1Si1,0.025545,0.362517,1.529192,2.014581
Li1Te3,0.189503,0.620833,0.764719,1.221897
Li2Mg1Si1,0.179529,0.497073,0.644633,1.043685
Li2Mn1O2,3.0210639999999995,4.2992550000000005,4.473385,5.801278
Li2Mn1O3,1.746816,3.26493,2.432611,3.980657
Li2Mn1S4Sn1,1.985762,2.875785,1.985762,2.875785
Li2Mn2Ni1O6,1.804011,2.76187,2.130715,3.134903
Li2Mo3O8Sn1,0.9425849999999993,1.7229470000000005,0.9425849999999993,1.7229470000000005
Li2N2Na4,0.706884,1.537564,0.706884,1.537564
Li2N2Th1,2.1792,3.230942,2.488436,3.6188
Li2N2Zr1,1.70718,2.759975,2.950999,4.153461
Li2N8O1Si4Sr4,2.60763,3.756374,2.60763,3.756374
Li2Na1Sb1,0.682862,1.244633,2.655825,3.339656
Li2Nb2O7Sr1,1.750466,3.037373,1.82639,3.122595
Li2Ni1O2,3.7384950000000003,4.787629,4.080068,5.188811
Li2Ni1O3,1.068959,2.773807,1.50008,3.348873
Li2O1,5.001335,6.604799,11.978796,13.89136
Li2O13Ti6,2.737531,4.192218,2.98846,4.34687
Li2O13V6,0.574757,1.437049,0.870512,1.799784
Li2O2,1.615225,3.753813,1.615225,3.753813
Li2O2Pd1,1.294554,3.129996,3.98932,5.407095
Li2O3Pb1,0.979724,1.99057,3.418421,4.84436
Li2O4Te1,2.305894,3.851024,3.061348,4.646529
Li2O5Si1V1,2.094396,3.590594,2.094396,3.790029
Li2O6Sn1Te1,2.119316,3.87359,2.119316,3.87359
Li2O6Te1Zr1,2.811902,4.382302,4.727397,6.535414
Li2O7P2Pd1,0.984654,3.029517,1.396501,3.518919
Li2O7Sr1Ta2,2.066903,3.424395,5.376272,6.976203
Li2O7Ti3,2.81229,4.322204,3.219317,4.719333
Li2S1,3.391462,4.354007,6.257754,7.438274
Li2S3Sn1,1.352377,2.180878,2.206562,3.097214
Li2S3Te1,0.19806,0.382039,0.64812,0.892105
Li2S4Sn1Zn1,2.278885,3.268119,2.278885,3.268119
Li2Se1,2.970482,3.848211,5.633548,6.700646
Li2Se3Sn1,1.235817,2.08782,1.235817,2.08782
Li2Se3Te1,0.042467,0.187082,0.445541,0.655072
Li2Te1,2.496656,3.214822,4.428614,5.320512
Li3N1,1.123353,2.067652,6.941238,8.288561
Li3N2Na3,1.021638,1.831357,1.021638,1.831357
Li3N4Nb1Sr2,2.062809,3.114683,2.289754,3.347655
Li3N4Sr2Ta1,2.156739,3.145308,2.156739,3.145308
Li3Na1Si6,0.125585,0.514384,0.392127,0.837033
Li3Na5S8Ti2,2.213734,3.293226,2.462849,3.555365
Li3Ni2O6Sb1,2.9370249999999993,4.110841,4.224785,5.345535
Li3O13V6,0.315262,0.824122,0.786856,1.326905
Li3O6Sb1Zn2,3.032205,4.300736,6.536368,7.889843
Li3P1,0.712243,1.319548,3.872747,4.761196
Li3P7,1.752837,2.471589,2.007942,2.807718
Li3S3Sb1,2.272851,3.057002,2.865557,3.68316
Li3Sb1,0.701154,1.239548,3.101277,3.787818
Li4Mn1Se7Sn2,1.443326,2.369312,1.443326,2.369312
Li4Mo1O5,2.508937,3.757493,2.748944,4.026499
Li4N2Na2,2.575193,3.699214,2.575193,3.699214
Li4N2Sr1,0.932189,1.827101,3.467857,4.603828
Li4N3Ta1,2.687,3.746719,3.665396,4.746908
Li4N6Si2Sr3,2.09969,3.206716,3.025037,3.206716
Li4O4Pb1,1.332704,2.722158,1.332704,2.722158
Li4O5Se1,2.463693,4.347189,3.463895,5.508407
Li4O5Te1,2.709964,4.312829,4.081704,5.796523
Li4P2Sr1,0.982237,1.660941,3.008557,3.889861
Li4S4Sn1,2.313356,3.318592,2.313356,3.318592
Li4Se4Sn1,1.591475,2.439552,1.721205,2.559398
Li5N2Na1,2.832299,3.955694,3.493799,4.680858
Li5O5Sb1,2.947413,4.519483,5.438577,6.985442
Li5O6Re1,2.166563,3.337748,2.425774,3.597198
Li5O7W2,0.037333999999999534,1.1475,0.882772,2.017202
Li5O9P2V1,0.0,2.881189,0.0,2.881189
Li6Mo1N4,2.705833,3.937998,3.459511,4.705308
Li6N4W1,3.113541,4.173398,3.608661,4.638757
Li6O6Te1,2.923809,4.504824,2.923809,4.504824
Li7N4Nb1,3.357875,4.387854,3.420695,4.461123
Li7N4P1,3.561336,4.783134,3.561336,4.783134
Li7N4Ta1,3.367629,4.402637,3.537105,4.590937
