material formula,Band_gap_GGA,Band_gap_HSE,Band_gap_GGA_optical,Band_gap_HSE_optical
Au2O8Sr5,1.361571,2.852288,1.361571,2.852288
Au2P3,0.0,0.139757,0.0,1.621475
Au2S1,2.009329,3.011456,2.009329,3.011456
Au3C6Cs2N6Na1,2.419078,3.469974,2.419078,3.469974
Au3C6K1N6Ni1,2.351288,3.306927,2.351288,3.306927
Au3Cl8Rb3,0.8569,1.434994,0.8569,1.434994
Au3Cs1S2,2.241497,3.050077,2.394122,3.225197
Au3Cs1Se2,2.242462,3.054615,2.509831,3.339174
Au3F12La1,2.081249,4.237798,2.081249,4.237798
Au3F18Sb2,0.12722,2.106854,0.633108,2.776052
Au3F8,0.567693,2.671098,0.739286,2.984017
Au3Ge1Na1,0.040562,0.09462700000000002,0.561904,0.687729
Au3K3Sb2,1.104767,1.603202,1.104767,2.394057
Au3La3Sb4,0.5791570000000004,0.9094239999999996,1.102861,1.558368
Au3Lu3Sb4,0.5628839999999995,1.0003509999999993,1.209512,1.672821
Au3Na1Si1,0.021943,0.16515500000000038,0.670793,1.013888
Au3O2Rb5,0.72527,1.798625,1.214933,2.294547
Au3P7Sn1,0.0,0.444642,0.0,1.44524
Au3Rb1Se2,1.837233,2.656106,2.458216,3.284786
Au3Rb3Sb2,1.194038,1.7153360000000002,1.194038,1.7153360000000002
Au3Sb4Y3,0.5935969999999999,0.9600020000000002,1.237925,1.678033
Au4Cd1K2S4,2.024458,2.950499,2.813338,3.907519
Au4Cl8,0.942917,1.634022,1.206042,1.943692
Au4S3Tl2,1.073826,1.6732339999999999,1.073826,1.6732339999999999
Au5Cs7O2,0.7678629999999997,1.8160649999999998,1.782003,2.904444
Au5O2Rb7,0.559758,1.565381,1.919188,3.021207
Au6Cs4S5,2.302113,3.1505650000000003,2.764168,3.650814
Au6K4S5,1.528906,2.4582330000000003,3.031606,2.4582330000000003
Au6Rb4S5,1.643153,2.571088,1.643153,2.571088
Au7I1P10,0.495531,1.0879399999999997,1.783876,2.55402
B,1.466033,2.080083,2.82191,3.603258
B0.25Ga0.75N1,2.266802,3.54587,3.926772,5.1087
B0.667N0.667,4.294329,5.636532,4.582455,6.009207
B10F12,3.289313,4.528249,3.289524,4.528662
B12C2Mg1,2.14566,2.947924,4.014168,5.02512
B12C3,1.506964,2.486434,2.398982,3.54311
B12Ni1,0.461911,0.862473,0.791202,1.394782
B12P2,2.476388,3.44227,4.415752,5.492972
B13C2Li1,2.558192,3.4033469999999997,3.733543,4.836982
B15Na1,0.0,0.572054,0.0,2.228837
B17F27,2.584042,3.92806,2.595281,3.938675
B1Ba1Bi1S4,1.914521,2.643864,2.531027,3.339819
B1Ba1Li1S3,2.143491,3.116245,2.143491,3.116245
B1Ba1S4Sb1,2.344615,3.118859,2.630561,3.428252
B1Ba2Br1O3,3.3341719999999997,4.739214,4.465229,5.986304
B1Ba2Cl17Zr6,1.076435,1.740802,1.980734,2.668495
B1Ba3O3P1,1.377845,2.20948,2.144463,2.947201
B1Be2Cs1F2O3,5.98345,7.7012529999999995,7.623498,9.45663
B1Be2F1O3,6.342143999999999,8.096962999999999,6.342143999999999,8.096962999999999
B1Be2F2K1O3,6.0444,7.8290489999999995,7.970698,10.012613
B1Be2F2O3Rb1,5.913578,7.676974,7.890135,9.859311
B1Bi1O4Pb1,2.742555,3.763234,3.280976,4.300592
B1Br1N2Sr2,2.407021,3.505882,4.454928,5.657477
B1Br2Cl3N1P1,2.944585,4.331217,2.973585,4.37614
B1Br3,3.766275,5.092757,4.006266,5.368581
B1Br3I3P1,1.915876,2.926874,2.160155,3.183644
B1Br3P4S3,2.640626,3.663923,2.69462,3.689242
B1Br6P1,2.692765,3.925202,2.692765,3.925202
B1C1Ca3Cl2N1,2.158896,3.15312,2.158896,3.15312
B1C1Cl2N1Sr3,1.93811,2.811273,1.93811,2.811273
B1C1Li1,0.8284580000000004,1.631329,8.509543,3.977921
B1C2F2Li1O4,3.704383,5.525023,3.894356,5.740325
B1C2F4H6N5,4.304180000000001,5.6892000000000005,4.517779,5.90208
B1C2N1,2.089426,3.302521,2.089426,3.302521
B1C3.33N1,0.246175,0.665159,0.575076,0.863153
B1C3F4H10N1,7.620024,9.821159,8.594485,10.867703
B1C3H12N1,6.226490999999999,7.61386,7.480128,8.936574
B1C3K2N3,2.454922,3.434521,2.627435,3.434521
B1C4Cr1F5H6N2,3.2827070000000003,4.461728,3.873802,4.813822
B1Ca1H1O3,5.12228,6.797116,6.195762,6.797116
B1Ca2F1N2,2.969062,4.126163,2.969062,4.126163
B1Ca3N3,0.562482,1.253422,1.67567,2.741184
B1Cd1Cs1O3,1.680984,3.23732,3.992558,5.637551
B1Cd1Li1O3,2.123389,3.737309,5.481066,7.42996
B1Cl1Cu1H4O4,1.478966,3.447303,6.967308,8.469073
B1Cl1F4O2,1.997817,3.822364,1.997817,3.822364
B1Cl1N2Sr2,2.757595,3.848053,3.824619,5.02236
B1Cl3,4.70514,6.224006,4.968733,6.537364
B1Co1Fe1O4,1.166901,2.095114,1.364284,2.287371
B1Co2Fe1O5,1.020304,2.167551,1.08011,2.175712
B1Cr1O3,2.098716,3.738283,2.584921,4.253247
B1Cr1O4Pb1,2.138428,3.328646,2.394059,3.764783
B1Cr2O12P3,3.0550990000000002,4.765198,3.138696,4.875158
B1Cr3O6,1.404756,3.0875990000000004,1.404756,3.0875990000000004
B1Cs1Se3,1.616093,2.623395,1.856715,2.853429
B1Cs3P2,1.764761,2.443949,2.226835,2.922143
B1Cs3S3,2.512959,3.5295349999999996,2.924831,3.978807
B1Cu1S2,1.954799,2.750642,1.954799,2.750642
B1F1N2Sr2,2.60323,3.668372,2.60323,3.668372
B1F1O4Pb3,2.211115,3.232053,2.211115,3.232053
B1F3,8.178104,10.535985,9.491175,12.125443
B1F3Mg3O3,5.449495000000001,7.368485,7.22579,9.204338
B1F4H2N3S3,0.890754,1.03451,1.143307,1.379629
B1F4N1O2,2.999151,5.368633,3.004814,5.36929
B1Fe1O3,2.216142,3.534261,2.335573,3.534261
B1Fe1O4Pb1,2.404852,3.484274,2.500395,3.612734
B1Fe2O12P3,2.569022,4.016504,2.626893,4.043033
B1Fe3O6,1.956664,3.29308,2.013339,3.29308
B1Ga1H3Na1O10P2,3.559912,5.459705,5.23176,7.284777
B1Ge1Li1O4,2.523743,4.383877,6.59267,8.591862
B1Ge3H4N1O8,2.885582,4.7073279999999995,4.29015,6.227261
B1H2O2,4.699418,6.374635,4.939886,6.6095
B1H3,5.133896,6.706451,6.227211,7.956201
B1H3In1Na1O10P2,3.9678160000000005,5.883533,3.9678160000000005,5.883533
B1H4K1,1.165191,2.136845,2.812515,3.76601
B1H4Na1O4,5.227104000000001,7.099796,6.911834,8.830791
B1H6N1,4.888804,5.610671,5.352455,6.066871
B1H8N1,5.52986,6.86109,5.52986,6.86109
B1I1N2Sr2,2.550596,3.612717,3.619628,4.667067
B1I3,2.569204,3.603531,2.899101,3.991823
B1In1O3,2.54459,4.24413,4.81074,6.648291
B1K1N2Na2,1.894524,2.988832,4.78535,6.058329
B1K1Na2O3,2.957202,4.576751,4.623215,6.283365
B1K1S2,2.729172,3.807364,2.734787,3.813474
B1K2Na1P2,1.811311,2.515983,2.352161,3.047199
B1K3O13Sb4,1.885484,3.497763,2.86908,4.571235
B1K3P2,1.665719,2.345078,2.685901,3.440933
B1K3S3,2.685765,3.764047,2.940258,4.039674
B1La1N2,2.172052,3.2936639999999997,2.785268,4.147563
B1La1O5Si1,4.295437,7.056425000000001,4.328892,7.056425000000001
B1La3N2O3,1.193137,2.15246,1.193137,2.15246
B1La6N3O6,1.106505,2.090934,1.716669,2.747485
B1Li1Mn1O3,2.635879,3.924501,4.085136,3.924501
B1Li1S3Sr1,2.386337,3.44892,2.78207,3.85816
B1Li1Si2,1.13541,1.650665,1.355985,1.932384
B1Mg3N3,1.400351,2.503222,1.400351,2.503222
B1Mn1O4Pb1,0.567353,1.654766,0.99872,2.185344
B1N1,4.424409,5.760974,8.819935,10.576119
B1N2Na3,1.742243,2.82153,3.530798,4.648356
B1Na1S2,2.462787,3.4973959999999997,2.468008,3.50189
B1Na2O3Rb1,3.094148,4.733369,4.946919,6.644088
B1Na3O3,3.121383,4.776948,5.196662,6.898276
B1Na3S3,2.556167,3.6550380000000002,3.710799,4.923199
B1Nb1Ni2O6,3.079327,4.069008,3.126234,4.069008
B1Nb1O4,2.628821,4.115337,3.700042,5.285636
B1O3P1Sr3,2.08615,2.945028,2.962898,3.877408
B1O3Tl3,1.263654,2.086204,2.189373,2.987218
B1O3V1,1.654083,2.67598,2.246492,3.343713
B1P1,1.235905,1.973924,3.397626,4.345886
B1P1S4,2.098655,3.257739,3.921738,5.080584
B1P2Rb3,1.622366,2.304322,2.716002,3.463512
B1Rb1S2,2.807025,3.891261,2.80903,3.893559
B1Rb1Se3,1.492367,2.488254,1.857362,2.860547
B1Rb3S3,2.622503,3.651901,2.992034,4.085866
B1S2Tl1,1.726452,2.476916,2.646251,3.482824
B1S3Tl3,1.087843,1.650128,1.629017,2.220818
B1Se3Tl1,0.852864,1.6856120000000003,1.670147,2.558622
B1Se3Tl3,1.036489,1.576114,1.469527,2.031432
B2Ba1Cu1O5,1.653041,3.728882,5.337838,6.94643
B2Ba1Hf1O6,4.770865,6.524745,4.770865,6.524745
B2Ba1O6Ti1,2.277348,3.853531,2.615107,4.166914
B2Ba1S4,2.672353,3.6656190000000004,3.639722,4.716532
B2Ba1Se6,1.601147,2.528031,2.066845,3.060142
B2Ba2Cd1O6,3.0790319999999998,4.790811,3.0790319999999998,4.790811
B2Ba3N4,2.523699,3.537333,3.056603,4.110604
B2Ba3O12Ti3,2.034423,3.372639,2.626591,4.076579
B2Ba4N4O1,2.815286,3.848705,3.47761,4.512983
B2Be1C2,0.20786999999999978,1.1143450000000001,2.516094,3.622798
B2Be2Ca1F1K1O6,5.256318,7.025251000000001,6.761661,8.630353
B2Be2F1K1O6Sr1,4.899457,6.641469000000001,6.528873,8.428798
B2Bi2O7Sr1,2.794704,3.881219,2.980733,4.075995
B2Bi2O7Zn1,2.537999,3.630702,3.874015,5.053956
B2C2Ca1,0.46082599999999996,1.0381900000000002,2.328846,3.166424
B2C2Mg1,1.018841,1.9051140000000002,1.405984,1.9051140000000002
B2C8Cu1N8,2.484428,4.593719,5.285397,6.897131
B2C8Hg1N8,4.561948,6.380966,5.532299,7.359566
B2Ca1O6Sn1,3.766657,5.529825,6.526003,8.520566
B2Cd1H8,3.7074749999999996,5.130492,3.7074749999999996,5.130492
B2Cd2O5,2.434032,4.135458,4.61457,6.456749
B2Cd3O6,1.445896,3.063862,1.445896,3.063862
B2Cl4,2.79076,4.131339,2.79076,4.131339
B2Co1O4,2.639487,4.452521999999999,2.81184,4.645158
B2Co2O5,2.575923,4.346667,2.713458,4.504847
B2Co3O6,2.013326,4.065352,2.052411,4.069595
B2Cu1O6Pb2,1.559269,3.392847,1.87148,3.392847
B2Cu1O6Sr2,1.508966,3.57785,1.760089,3.825938
B2Cu2O6Sr1,1.546543,3.657776,2.020641,4.107569
B2F4,4.872491,6.783174,5.057282,6.987019
B2Fe1O4,2.810311,3.18469,3.002012,3.18469
B2Fe2K2O7,2.875955,4.443747,2.933462,4.518243
B2Fe2O5,2.959076,3.5168220000000003,3.282143,3.793352
B2H10Li1N2Na1,4.096051,5.564237,5.244313,6.691656
B2H8Mg1,5.435458,6.674404,5.435458,6.674404
B2H8Mn1,4.433354,5.386055,5.123346,6.178637
B2Hg3O6,2.371501,3.576992,3.861506,5.399001
B2K1O6Sb1,2.79053,4.517202,5.109959,7.118052
B2K2O6Zr1,3.4638570000000004,5.22988,3.4638570000000004,5.22988
B2K2S7,2.509638,3.720739,2.719781,3.942854
B2K2Se7,1.629806,2.6343829999999997,1.865612,2.887725
B2K3Nb3O12,1.86739,3.211856,1.86739,3.211856
B2K3O12Ta3,2.662993,3.998107,3.958333,5.3828
B2Li2S5,2.346836,3.395574,2.529393,3.692922
B2Li2Se5,1.598182,2.4287540000000005,2.342858,3.238879
B2Lu2Na2O10Te1,2.84761,4.431595,3.625346,5.238026
B2Mg3Mn3O10,0.586254,1.558339,0.699907,1.651095
B2Mn1O6Sn1,2.754372,3.961015,4.199866,5.476236
B2Mn3O6,3.000507,4.225276000000001,4.44637,5.555644
B2Na2O10Te1Y2,2.907144,4.453641,3.624052,5.206133
B2Na2S5,2.5202,3.6456959999999996,2.546228,3.6456959999999996
B2Na2Se7,1.473463,2.4300420000000003,1.978694,2.970496
B2Ni1O4,3.684417999999999,4.86816,3.685926,4.86816
B2Ni3O6,3.1482100000000006,3.9859090000000004,3.489126,4.418942
B2O3,6.275606,8.271057,7.390448,9.453379
B2O5Pb2,2.731967,3.8281989999999997,3.555379,4.718046
B2Rb2Se7,1.700963,2.7152689999999997,1.919059,2.932739
B2S3,2.338541,3.317452,2.734445,3.774141
B2S4Sr1,2.8973179999999994,3.9424140000000003,3.094908,4.157665
B2S6Sr3,2.302626,3.311553,2.394194,3.417486
B2Se7Tl2,1.250415,2.101559,1.656903,2.518602
B3Ba1Li1S6,2.7934,3.852055,3.042732,4.122427
B3Ba4N6Na1,2.068366,3.103493,2.553738,3.664241
B3Bi1Cd4O10,2.211878,3.483629,3.715861,4.984809
B3Bi1O6,3.9687819999999996,5.147045,4.862195,6.160532
B3Ca4Li1N6,2.209524,3.291893,3.42819,4.825449
B3Cl6N3,2.702287,4.2478,4.63288,6.280129
B3Cs1H12Sr1,5.8782890000000005,7.223882,6.634804,7.958792
B3Cs1O9Zn4,3.567199,4.965565,5.826325,7.264295
B3Cu1Li3O7,2.079822,4.256836,2.134649,4.312181
B3D12Y1,4.516678,5.864014000000001,4.516678,5.864014000000001
B3H12N1,5.441538,6.773887,6.062818,7.443012
B3H15N1Y1,4.596995,5.929290999999999,6.139694,7.54249
B3H3O14Zn8,3.191678,4.434277,5.396595,6.697749
B3H5,3.703941,4.783506,3.703941,4.783506
B3H8Na1,5.1385179999999995,6.360742999999999,5.1385179999999995,6.360742999999999
B3K1O9Zn4,3.476989,4.87848,6.304427,7.82201
B3Li1N6Sr4,2.087891,3.173982,3.37846,4.605967
B3Li1S6Sr1,2.872698,3.938418,3.077841,4.149549
B3N6Na1Sr4,1.987324,3.06186,3.355056,4.57625
B3O9Rb1Zn4,3.48062,4.884085,6.130076,7.615003
B4Bi1H3O9,4.215085,5.482347,4.995846,6.293942
B4Bi2Cu5O14,1.056419,3.025051,1.356234,3.342927
B4C1,1.508752,2.488397,2.398117,3.541708
B4Cl4,3.109481,4.197987,3.262364,4.337953
B4Cr1Y1,0.1630919999999998,0.6063689999999999,0.724742,1.392285
B4Cu1Li2O10Pb2,1.941246,3.947817,1.941246,3.947817
B4Cu1Li6O10,2.019762,4.138991,5.504987,7.221981
B4Cu1Lu2O10,1.648458,3.680759,5.008265,6.748188
B4H16Zr1,5.159096,6.301959,5.594558,6.301959
B4Hg1O7,1.967995,3.556534,2.540486,4.241025
B4Mg1,0.390426,0.706402,0.943122,1.290734
B4Mo1Y1,0.2350519999999996,0.6493710000000004,0.949285,1.454575
B4Ni1O7,3.5379890000000005,4.796073,3.584917,4.796073
B4W1Y1,0.20384899999999995,0.4578420000000003,0.402762,0.646484
B5Cu1Lu1O10,2.018804,4.196962,2.095958,4.256383
B5H9,5.533532,6.718347,7.101231,8.237289
B6Ba1,0.0,0.383033,0.0,4.312646
B6C1Li1,1.3965670000000001,2.085419,3.291275,4.055032
B6C2Cs1H3I6N1,1.804103,2.779872,3.783549,4.939761
B6Ca1,0.0,0.448792,0.0,4.140529
B6Co4O13,2.991987,4.8197030000000005,3.172385,5.026077
B6Cr1H16,2.064398,3.109962,4.012995,4.719603
B6H5K2N1O2,1.676663,2.441431,1.93984,2.66854
B6Li1Si1,1.7098009999999997,2.4147979999999993,2.824551,3.686089
B6O1,1.8763,2.796231,1.8763,2.796231
B6O12Se1Zn4,5.018351,6.274648,5.018351,6.274648
B6P1,2.482265,3.448451,4.419505,5.496911
B6Si1,0.082471,0.434918,1.627813,2.149147
B6Sr1,0.0,0.473368,0.0,4.404396
B7Mg1,1.454944,2.138374,3.056552,3.914896
B8Cl8,0.810847,1.559609,0.842762,1.590064
B8S16,2.55024,3.647721,2.619443,3.769107
B9Mg1N1,1.673307,2.362456,3.293797,4.165798
Ba,0.0,0.056917,0.0,0.978702
Ba1.33O16Ru8,0.0,0.024505,0.0,0.024505
Ba11Cd6Sb12,0.16170000000000018,0.7040149999999996,0.16170000000000018,0.7040149999999996
Ba11Sb10,0.0,0.02219,0.0,0.573479
Ba1Be2N2,1.219448,2.302553,2.552699,3.703202
Ba1Be2O7Si2,5.636918,7.412509000000001,6.53777,8.313747
Ba1Bi0.5O3Sb0.5,1.773952,2.663224,4.217734,5.255379
Ba1Bi0.75Na0.25O3,0.285969,1.584317,2.18134,3.731268
Ba1Bi1Cu1,0.0,0.136339,0.0,0.136339
Ba1Bi1F1Mn1,0.9471100000000003,1.4051210000000003,0.9471100000000003,1.4051210000000003
Ba1Bi1I1O2,2.930198,3.946096,3.722524,4.802656
Ba1Bi1Na1,0.048536,0.340212,0.255538,0.340212
Ba1Bi1O2.5,1.74738,2.662596,2.784097,3.819244
Ba1Bi1O3,0.0,0.487574,0.0,5.152718
Ba1Bi1Se3,0.6669200000000002,1.1106130000000003,1.400282,1.908414
Ba1Bi2La1S6,0.551446,1.181273,1.793219,2.603975
Ba1Bi2Mo4O16,2.853878,3.876629,2.9449,3.994018
Ba1Bi2Nb2O9,2.227017,3.435803,2.227017,3.435803
Ba1Bi2O9Ta2,2.059873,3.364939,3.546526,4.911796
Ba1Br2H2O7,4.076801000000001,5.7457080000000005,4.471074,6.163615
Ba1C1Cl1H2N1O1S1,4.835472,6.084986000000001,4.855967,6.108026
Ba1C1Cu1F2O3,1.692653,3.477063,1.728869,3.513079
Ba1C1N2,2.256578,3.2543480000000002,3.181645,3.2543480000000002
Ba1C2,1.561534,2.806485,5.086307,6.618592
Ba1C2Ce1F1O6,2.930157,4.54935,3.026838,4.54935
Ba1C2Mg1O4,0.892632,2.219967,0.892632,2.219967
Ba1C2Mg1O6,4.131463999999999,6.060695,4.948698,6.824307
Ba1C4H6O7,2.622728,4.104585,3.005046,4.520618
Ba1C4O4,2.574998,4.121469,2.80795,4.357471
Ba1C8N8Pt2Rb2,1.696352,2.785326,4.150269,5.578236
Ba1Ca1Fe4O7,1.14568,1.619837,1.311637,1.619837
Ba1Ca1Fe4O8,3.231573,4.691858,3.231573,4.691858
Ba1Ca1Ge1,0.2272,0.7163380000000004,0.2272,0.7163380000000004
Ba1Ca1Pb1,0.038092,0.274409,0.166985,0.384215
Ba1Ca1Si1,0.24969299999999972,0.7295200000000004,0.24969299999999972,0.7295200000000004
Ba1Ca1Sn1,0.238472,0.5895170000000003,0.821722,1.280938
Ba1Cd1F1P1,1.15759,1.859553,1.15759,1.859553
Ba1Cd1F1Sb1,0.276941,0.933666,0.276941,0.933666
Ba1Cd1K2Sb2,0.122895,0.632722,1.294953,1.880458
Ba1Cd1O2,0.964801,2.131317,3.512619,4.744744
Ba1Cd1S2,1.586851,2.534237,1.586851,2.534237
Ba1Cd2P2,0.673759,1.388541,0.673759,1.388541
Ba1Cd2Sb2,0.0,0.2827390000000003,0.0,0.2827390000000003
Ba1Ce1O3,2.514067,4.008526,3.072421,4.498199
Ba1Cl1Cu1O4P1,1.40194,3.284089,1.560439,3.410026
Ba1Cl1O2Sb1,2.902117,3.938162,3.842703,4.998585
Ba1Cl1O3V1,2.367035,3.481099,2.508624,3.619578
Ba1Cl2,5.444953,6.723062,6.565595,8.017431
Ba1Cl2Cu2O6Te2,1.31464,3.113593,1.682875,3.54122
Ba1Cl2Hg2O2,1.580152,2.840714,2.396051,3.684852
Ba1Cl4Pd1,1.4297319999999998,3.115188,1.4297319999999998,3.115188
Ba1Co1F4,3.216193,5.045875,3.222397,5.053214
Ba1Co1F6Li1,2.336743,4.243961,2.347373,4.259044
Ba1Co1Fe1O5Pb1,0.039992,1.463305,0.057337,1.476819
Ba1Co1K2N6O12,1.0637390000000002,2.759491,1.178436,2.92216
Ba1Co1Lu2O5,1.789536,3.372385,1.84339,3.372385
Ba1Co1O1S1,1.130161,2.491271,1.235356,2.621116
Ba1Co1O2,1.529009,2.76074,1.529009,2.76074
Ba1Co1O5Y2,1.835982,3.367633,1.898558,3.367633
Ba1Co2H2O9P2,3.069489,4.846946,3.572019,5.504993
Ba1Co2O8P2,2.245033,3.869674,2.549366,4.213105
Ba1Co3H2O10V2,2.214189,3.389587,2.248351,3.450423
Ba1Co4O7Y1,0.871771,1.890119,0.989535,1.890119
Ba1Cr1O4,2.911637,4.024749,3.00784,4.13577
Ba1Cr1S2,0.704473,1.978851,1.211032,2.578612
Ba1Cr2O14P4,2.745257,4.403192000000001,2.84393,4.504263
Ba1Cr2O4,2.458085,3.688221,2.747508,4.123607
Ba1Cs1P1S4,2.33849,3.42918,2.753516,3.874139
Ba1Cs1S4V1,1.665736,2.319014,1.713335,2.361047
Ba1Cu1F1S1,1.965518,2.845317,1.965518,2.845317
Ba1Cu1F1Se1,1.766701,2.548129,1.766701,2.548129
Ba1Cu1F1Te1,1.296259,1.967246,1.296259,1.967246
Ba1Cu1F7Fe1,2.387742,3.937048,2.441156,3.937048
Ba1Cu1Fe1Lu1O5,0.0,2.537199,0.0,3.533211
Ba1Cu1Fe1O5Y1,0.0,2.433533,0.0,3.549049
Ba1Cu1K2N6O12,0.8361,2.539409,1.645419,3.497868
Ba1Cu1La1S3,1.306961,2.015278,1.306961,2.015278
Ba1Cu1La1Se3,1.110984,1.752836,1.110984,1.752836
Ba1Cu1La1Te3,0.933413,1.457334,0.933413,1.457334
Ba1Cu1Lu2O5,0.854544,2.802009,1.224438,3.193542
Ba1Cu1N1,0.05562800000000001,0.665788,0.05562800000000001,0.665788
Ba1Cu1Na2O8V2,1.643142,3.515819,1.643142,3.515819
Ba1Cu1O5Y2,1.017798,2.938782,1.283468,3.218274
Ba1Cu1O6Se2,1.435415,3.260206,1.605586,3.437234
Ba1Cu1O6Si2,1.99262,4.102127,5.005695,6.541729
Ba1Cu1O7P2,1.591601,3.706246,2.103631,4.270497
Ba1Cu1O7Te2,1.102015,2.859941,1.97239,2.859941
Ba1Cu1S3Sc1,0.995371,1.817709,1.7449,2.763489
Ba1Cu1S3Y1,1.377759,2.174915,2.600305,3.540621
Ba1Cu1Sb1,0.0,0.21625400000000017,0.0,1.560665
Ba1Cu1Se3Y1,1.13689,1.885057,2.190389,3.072785
Ba1Cu1Te3Y1,0.653354,1.279637,1.537553,2.284447
Ba1Cu2Ge1S4,1.350522,2.235065,2.030785,2.890821
Ba1Cu2Ge1Se4,0.679418,1.456631,1.509383,2.256615
Ba1Cu2Ge3H2O10,1.517839,3.607403,2.054488,4.132788
Ba1Cu2O2,1.871042,2.730083,1.871042,2.730083
Ba1Cu2S2,0.7006599999999992,1.4151220000000002,0.7006599999999992,1.4151220000000002
Ba1Cu2S4Sn1,0.802066,1.585383,1.617722,2.41252
Ba1Cu2Se2,0.5459970000000007,1.216819,0.5459970000000007,1.216819
Ba1Cu2Se4Sn1,0.76667,1.4581,1.347204,1.4581
Ba1Cu2Te2,0.8194119999999998,1.3563299999999998,0.8194119999999998,1.3563299999999998
Ba1Cu3H2O10V2,1.283583,3.3156160000000003,1.870062,3.878978
Ba1Cu3O4,0.5529670000000002,1.4414829999999998,2.020128,3.369005
Ba1Cu4S3,0.8477640000000006,1.5883019999999997,0.8477640000000006,1.5883019999999997
Ba1Cu5La4O12,0.235567,2.156814,1.483788,3.341359
Ba1D1Ga1Ge1,0.084969,0.411187,1.672682,2.249923
Ba1D1Ga1Sn1,0.096644,0.649237,0.096644,0.649237
Ba1D4Mg1,2.223336,3.133713,2.931193,3.907627
Ba1D8Fe1Mg2,1.513185,3.497992,2.64738,4.650632
Ba1D8Mg2Os1,2.170978,3.280273,3.151555,4.24619
Ba1D8Mg2Ru1,1.943663,3.158131,3.067485,4.25954
Ba1F1Mn1Sb1,1.097886,1.62641,1.097886,1.62641
Ba1F1Sb1Se2,1.163836,1.777508,1.770555,1.777508
Ba1F2,7.007509,8.96516,9.306254,11.432956
Ba1F22Nb2Xe5,2.570174,4.354392,2.955341,4.808667
Ba1F22Ru2Xe5,1.290529,3.569382,1.356889,3.621237
Ba1F22Sb2Xe5,2.570691,4.353986,2.973569,4.829225
Ba1F2Mn1O4P1,1.309508,2.707885,1.651812,3.14459
Ba1F3Li1,6.586627,8.627663,6.586627,8.627663
Ba1F4O1V1,2.552216,3.878116,2.668727,4.001044
Ba1F4Pd1,1.436155,3.616388,1.436155,4.005126
Ba1F5I1Pb2,2.861258,3.80248,3.529169,4.470377
Ba1F6Ge1,5.401082,7.79403,5.401082,7.79403
Ba1F6Ni1,0.741608,3.395858,0.744232,3.395858
Ba1F6Pb1,2.856244,4.916894,2.856244,4.916894
Ba1F6Si1,7.387326,9.735936,7.387326,9.735936
Ba1F7Fe1Mn1,2.074914,2.860733,2.100614,2.888626
Ba1Fe1K1O3,3.003083,4.440336,3.075253,4.532268
Ba1Fe2O12Se4,2.129552,3.235301,2.164202,3.235301
Ba1Fe2O14P4,2.559193,3.98271,2.633769,4.058576
Ba1Fe2O1S2,2.269112,2.809364,2.36632,2.920545
Ba1Fe2O4,3.294928,4.6638459999999995,3.400763,4.785135
Ba1Fe2O5Y1,0.281613,1.236991,0.281613,1.236991
Ba1Fe3O12P3,0.974428,1.126695,1.142279,1.220546
Ba1Fe4O7,2.071159,3.239828,2.232626,3.364368
Ba1Fe4O8Sr1,1.486172,2.637153,3.151592,4.517399
Ba1Ga1O7Sc1Zn3,2.92649,4.053545,2.92649,4.053545
Ba1Ga1O7Y1Zn3,2.802234,3.918829,2.802234,3.918829
Ba1Ga2P2,1.2715850000000004,1.8381899999999995,1.544032,2.156098
Ba1Ga2Sb2,0.09666299999999994,0.4622760000000006,0.543332,0.936007
Ba1Ga2Se4,1.8221980000000002,2.728743,3.094259,4.074947
Ba1Ga4S7,2.447286,3.438388,3.365132,3.438388
Ba1Ga4Se7,1.526263,2.40517,1.526263,2.40517
Ba1Ge1S3,2.277978,3.319794,2.594532,3.68676
Ba1Ge2O5,1.670813,3.367216,1.670813,3.367216
Ba1Ge2P2,0.49596499999999955,1.145791,0.908918,1.597427
Ba1Ge2S5,2.153637,3.227556,2.665085,3.227556
Ba1Ge3O9Sn1,2.629563,4.38803,4.402759,6.370968
Ba1H1I1,2.728665,3.6393169999999997,2.728665,3.6393169999999997
Ba1H2,2.792379,3.786666,3.615799,4.683895
Ba1H2Ni3O10V2,2.766266,3.158244,3.024935,3.483876
Ba1H2O4Sn2,2.026152,2.752483,2.710561,3.525964
Ba1H3Li1,2.230644,3.144592,3.427126,4.42911
Ba1H3Na1Pd1,1.413064,2.241207,2.439714,3.332805
Ba1H4O3,0.14024,0.636103,0.191276,0.689464
Ba1Hf1N2,1.2091010000000004,2.169353,1.805042,2.793539
Ba1Hf1S3,1.236846,2.0003690000000005,1.236846,2.0003690000000005
Ba1Hg1O2,2.304069,3.777862,4.31939,6.061407
Ba1Hg1S2,1.337585,2.1337330000000003,1.850703,2.715799
Ba1I2,3.449466,4.405084,4.033797,4.405084
Ba1I4O12Pd1,1.931091,3.5845949999999998,2.52193,3.5845949999999998
Ba1In2P2,0.3041240000000007,0.8156349999999999,0.3041240000000007,0.8156349999999999
Ba1In2Te4,0.9626730000000001,1.639885,2.071305,2.848331
Ba1K1Mn1O4,1.742676,3.247557,1.858066,3.374667
Ba1K1Nb1S4,2.034853,2.907466,2.034853,2.907466
Ba1K1P1S4,2.281999,3.356883,2.562975,3.663755
Ba1K1P1Se4,1.048182,1.94581,1.252335,1.94581
