smiles,ΔfH°(298.15 K)
C[C@@H]1[CH]C=C[C@H](C1)C,16.30
C[C@@H]1[CH]CC(=CC1)C,30.64
C[C@@H]1C=C[CH]CC1=O,-0.56
C[C@@H]1CCC(=C[CH]1)C,14.11
C[C@@H]1CCC=C([CH]1)C,14.84
C[C@H]1[CH]C=C[C@H](C1)C,15.57
C[C@H]1C[CH]C(=CC1)C,14.49
C[C@H]1C[CH]C=C(C1)C,13.10
C[C@H]1CC=C[CH][C@@H]1C,15.92
C[C@H]1CC=C[CH][C@H]1C,16.64
C[C]1C=CC(C=C1)O,2.40
C[C]1C=CCC[C@H]1C,14.46
C[C]1CC=CCC1=O,2.11
C[C]1CCCC(=C1)C,11.57
C[CH]/C=C/C/C=C/C,36.76
C[CH]/C=C/C/C=C\C,37.51
C[CH][C@@H]1CCC=CC1,33.02
C[CH][C@@H]1CCCC=C1,33.40
C[CH]C1=CCCCC1,18.15
C=[C]C1CCCCC1,46.73
C=C[C@@H]1C[CH][C@H](C1)C,40.83
C=C[C@@H]1CC[CH][C@H]1C,39.36
C=C[C@@H]1CCC[C@H]1[CH2],44.44
C=C[C@H]([C](C=C)C)C,36.48
C=C[C@H]1CC[C@@H]([CH]1)C,40.30
C=C[C@H]1CC[C@@H](C1)[CH2],45.12
C=C[C@H]1CC[C@H]([CH]1)C,37.57
C=C[C@H]1CC[CH][C@H]1C,40.85
C=C[C@H]1CCC[C@H]1[CH2],45.83
C=C[C](C=C(C)C)C,25.74
C=C[C]1CC[C@@H](C1)C,20.18
C=C[C]1CCC[C@@H]1C,20.85
C=C[C]1CCC[C@H]1C,23.70
C=C[C]1CCCCC1,18.91
C=C[CH]CC/C=C/C,38.72
C=CC[C@H](C=C)C[CH2],56.82
C=CC1([CH2])CCCC1,44.84
C=CC1(C)CC[CH]C1,39.33
C=CC1(C)CCC[CH]1,40.20
C=CC1CC[CH]CC1,35.14
C=CC1CCC[CH]C1,34.97
C=CC1CCCC[CH]1,35.39
C=CCC[C@@H](C=C)[CH2],57.27
C=CCC[C](C=C)C,37.62
C=CCC[CH]CC=C,56.50
C=CCC1CC[CH]C1,41.99
C=CCCC/C=C/[CH2],41.20
C=CCCCC(=C)[CH2],41.38
C=CCCCC[C]=C,64.60
C1C[CH]C(C1)C1CC1,48.38
CC([C@@H]1[CH]CC=C1)C,34.02
CC([C@@H]1C[CH]C=C1)C,21.32
CC([C@@H]1CC[C]=C1)C,50.34
CC([C@H]1[CH]C=C1)(C)C,49.14
CC([C@H]1CCC=[C]1)C,50.05
CC([C]1CC=C1)(C)C,47.07
CC([C]1CC=CC1)C,32.39
CC([C]1CCC=C1)C,19.35
CC(=C)[C]1CCCC1,20.08
CC(C1=[C]CCC1)C,48.50
CC(C1=CC[CH]1)(C)C,47.25
CC(C1=CC[CH]C1)C,32.16
CC(C1=CCC[CH]1)C,19.96
CC[C@@H]1[CH]CC=CC1,33.14
CC[C@@H]1[CH]CCC=C1,33.54
CC[C@@H]1C[CH]C=CC1,17.83
CC[C@H]1C[CH]CC=C1,33.43
CC[C@H]1CCC=C[CH]1,18.65
CC[C]=C1CCCC1,46.00
CC[C]1CCC=C1C,17.32
CC[C]1CCC=CC1,31.37
CC[C]1CCCC=C1,16.04
CC1(O)C=C[CH]C=C1,0.77
CC1=C([CH]1)C(C)(C)C,72.98
CC1=C(O)[CH]C=CC1,-1.31
CC1=C(O)CC=C[CH]1,-2.53
CC1=C[C@@H](C=C[CH]1)O,2.86
CC1=C[C](C=CC1)O,-1.48
CC1=C[CH]C(=CC1)O,-1.66
CC1=C[CH]C=C(C1)O,-3.98
CC1=C[CH]C=C[C@H]1O,1.72
CC1=CCC(=C[CH]1)O,-2.64
CC1=CCC[CH][C@@H]1C,31.98
CC1=CCC=C([CH]1)O,-0.87
CC1=CCC=C[C]1O,-0.60
CC1=CCCC[C]1C,13.86
CC1C=C[C](C=C1)O,1.10
CCC1=CC[CH]CC1,31.69
CCC1=CCC[C]1C,17.21
CCC1=CCC[CH]C1,31.83
CCC1=CCCC[CH]1,17.27
COC1=C[CH]CC=C1,11.20
COC1=CCC=C[CH]1,10.24
COC1C=C[CH]C=C1,14.63
O[C@]12[CH]C=C[C@H]1C2=O,20.76
O=[C][C@@H]1C=CC=C1O,3.72
O=C[C@H]1C=C[CH]C1=O,-16.96
O=C1CC=C[CH]C1=O,-18.65
O=CC1=C(O)C=C[CH]1,-23.70
OC[C]1C=CCC=C1,5.24
OC1=C(O)C=[C]C=C1,-1.85
OC1=C[C@@H](C=C[CH]1)C,1.83
OC1=C[C@H](C=C[CH]1)C,1.01
OC1=C[C](C=CC1)C,-2.71
OC1=C[C]=CC(=C1)O,-2.45
OC1=C[CH]C(=O)C=C1,-32.54
OC1=C[CH]C=C[C@H]1C,-1.18
OC1=C[CH]C=CC1=O,-38.62
OC1=CC(=O)C=C[CH]1,-30.32
OC1=CC=[C]C(=C1)O,0.16
OC1=CC=C([C]=C1)O,0.59
OC1=CC=CC(=[C]1)O,0.92
OC1=CCC=C[C]1C,-1.22
OCC1=C[CH]C=CC1,4.25
OCC1=CCC=C[CH]1,5.58
OCC1C=C[CH]C=C1,5.55
C/C=C/[C@H](C=C)CC,6.03
C/C=C/C(/C=C/C)C,3.62
C/C=C/C(C=C)(C)C,3.65
C/C=C/C[C@H](C=C)C,5.78
C/C=C/C1CCCC1,-8.82
C/C=C/CC/C=C/C,5.28
C/C=C\[C@H](/C=C/C)C,4.64
C/C=C\[C@H](C=C)CC,6.98
C/C=C\C(/C=C\C)C,5.63
C/C=C\C(C=C)(C)C,6.75
C/C=C\C1CCCC1,-7.85
C/C=C\CC/C=C/C,6.32
C/C=C\CC/C=C\C,7.38
C[C@@]1(CC)CCC=C1,-12.02
C[C@@H]1C=CCC[C@@H]1C,-14.93
C[C@@H]1C=CCC[C@H]1C,-16.05
C[C@@H]1CC[C@@H](C=C1)C,-15.64
C[C@@H]1CC=C[C@H](C1)C,-15.76
C[C@@H]1CC=CC[C@@H]1C,-15.57
C[C@@H]1CC=CC[C@H]1C,-16.27
C[C@@H]1CCC(=C1C)C,-17.46
C[C@]12CCCC[C@@H]2C1,-5.76
C[C@H]1CC(=C1)C(C)C,8.18
C[C@H]1CC[C@@H](C=C1)C,-16.29
C[C@H]1CC=C[C@H](C1)C,-16.72
C[C@H]1CCC(=CC1)C,-18.63
C[C@H]1CCC=C(C1)C,-18.64
C[C@H]1CCCC(=C1)C,-17.60
C=C/C=C/[C@H]1OC1=O,-13.28
C=C/C=C\[C@H]1OC1=O,-11.55
C=C[C@@H]1CC[C@@H](C1)C,-8.57
C=C[C@@H]1CC[C@H](C1)C,-8.28
C=C[C@@H]1CCC[C@@H]1C,-7.52
C=C[C@@H]1CCC[C@H]1C,-9.32
C=C[C@H]([C@H](C=C)C)C,6.65
C=CC(C(C=C)C)C,6.34
C=CC1(C)CCCC1,-8.87
C=CC1CCCCC1,-12.48
C=CCCCCC=C,10.39
C1[C@@H]2C=C[C@H]1OC2=O,-46.47
C1C[C@@H]2[C@@H](C1)CCC2,-15.65
C1C[C@@H]2[C@H](C1)CCC2,-24.09
C1CC(C1)C1CCC1,16.62
C1CC[C@H]2[C@@H](C1)CC2,-6.04
C1CC2CCC1CC2,-23.52
C1CCCC=CCC1,-2.76
CC([C@@]1(C)CC=C1)C,10.89
CC([C@@H]1C=C[C@@H]1C)C,12.25
CC([C@@H]1CC=C1)(C)C,10.40
CC([C@H]1C=C[C@@H]1C)C,10.71
CC([C@H]1CCC=C1)C,-11.13
CC(=C)C1CCCC1,-9.37
CC(=C)CCC(=C)C,3.32
CC(=C1CCCC1)C,-13.62
CC(=CC(=C)C)C=O,-17.18
CC(=CC=C(C)C)C,-4.54
CC(C1=C(CC1)C)C,6.06
CC(C1=CC[C@H]1C)C,8.18
CC(C1=CCC1)(C)C,7.31
CC(C1=CCCC1)C,-13.22
CC(C1CC=CC1)C,-11.43
CC[C@@H]1C=C[C@@H](C1)C,-11.58
CC[C@@H]1CCC=CC1,-14.14
CC[C@H]1C=C[C@@H](C1)C,-11.08
CC[C@H]1C=CC[C@@H]1C,-11.42
CC[C@H]1C=CC[C@H]1C,-10.12
CC[C@H]1CC=C[C@@H]1C,-11.64
CC[C@H]1CC=C[C@H]1C,-10.59
CC[C@H]1CCCC=C1,-13.76
CC=C=CC(=O)C=O,-13.88
CC=C=CC(=O)CC,-7.24
CC=C1CCCCC1,-15.10
CC=CCC(C=C)C,6.33
CC=CCCC=CC,5.91
CC1(C)CCC=CC1,-17.75
CC1(C)CCCC=C1,-17.05
CC1=C(C)CCCC1,-18.00
CC1=C[C@H](C1)C(C)C,7.74
CC1=CC(=O)C(=C)O1,-44.69
CC1=CCCC[C@H]1C,-17.21
CC1CC(=C(C1)C)C,-17.63
Cc1ccc(=O)oc1,-56.96
Cc1ccc(o1)C=O,-48.72
Cc1ccoc(=O)c1,-58.96
CCC#CC(C)(C)C,10.65
CCC(C=C)(C=C)C,6.83
CCC(C1C=C1)(C)C,35.09
CCC=C=CC(=O)C,-7.57
CCC1(C)CC=CC1,-12.32
CCC1=C(C)CCC1,-15.26
CCC1=CCCCC1,-15.58
CCc1ccc(o1)C,-33.53
CCCC(C=C)C=C,8.74
O[C@@]12C=CC[C@@H]1C2=O,-9.33
O[C@@H]1C=CC=CC1=O,-41.72
O[C@]12CC=C[C@H]1C2=O,-7.94
O=C[C@H]1C=CCC1=O,-44.91
O=C1C=C[C@H]2[C@@H]1[C@@H]2O,-29.20
O=C1C=C[C@H]2[C@@H]1[C@H]2O,-27.46
O=C1CC=CC(=C1)O,-51.14
O=C1CC=CC=C1O,-50.65
O=CC(=C)C=C(C)C,-15.18
O=CC=C=CC(=O)C,-22.27
O=CC1(O)C=CC=C1,-33.97
OC(=O)C1C=CC=C1,-54.77
OC1=CC[C@@H]2[C@H]1C2=O,-13.73
OC1=CC=C[C@@H]2[C@H]1O2,-19.64
OC1=CC=CC(=O)C1,-48.51
Oc1ccc(cc1)O,-62.47
Oc1cccc(c1)O,-64.98
Oc1ccccc1O,-64.91
OOc1ccccc1,-1.36
[CH]1CCCCCCC1,15.33
[CH2][C@@H]1CC[C@H](CC1)C,7.91
[CH2][C@@H]1CCCC[C@H]1C,8.69
[CH2][C@@H]1CCCC1(C)C,11.37
[CH2][C@H](CC)CCC=C,27.84
[CH2][C@H]1CCC[C@@H](C1)C,9.77
[CH2][C@H]1CCC[C@H](C1)C,7.90
[CH2][C@H]1CCCC[C@H]1C,9.50
[CH2]C[C@@H](C(C)C)C=C,25.71
[CH2]C1(C)CCCCC1,8.06
[CH2]C1CCCCCC1,17.27
[CH2]CC(CC=C)(C)C,23.86
[CH2]CC(CC=C)CC,27.83
[CH2]CC/C=C/C(C)C,24.49
[CH2]CC/C=C\C(C)C,25.48
[CH2]CC[C@@H](CC=C)C,27.46
[CH2]CC[C@H](C=C)CC,26.50
[CH2]CCC(=C)C(C)C,24.71
[CH2]CCC(C=C)(C)C,24.76
[CH2]CCC/C(=C/C)/C,24.18
[CH2]CCC/C(=C\C)/C,24.03
[CH2]CCC/C=C/CC,26.36
[CH2]CCC/C=C\CC,27.42
[CH2]CCC1CCCC1,17.02
[CH2]CCCC(=C)CC,25.51
[CH2]CCCC/C=C/C,26.29
[CH2]CCCC/C=C\C,27.44
[CH2]CCCC=C(C)C,23.73
[CH2]CCCCC(=C)C,25.23
[CH2]CCCCCC=C,28.95
C/C=C/CC[C](C)C,19.78
C/C=C\CC[C](C)C,23.99
C[C@@]1([CH]CC)CC1=O,25.07
C[C@@H](C[CH2])CCC=C,27.40
C[C@@H](C=C)CCC[CH2],26.82
C[C@@H]1[CH]CCC1(C)C,6.90
C[C@@H]1[CH]OC(=C1C)C,-2.45
C[C@@H]1C[CH]C[C@@H](C1)C,1.70
C[C@@H]1C[CH]C[C@H](C1)C,3.08
C[C@@H]1CC[C@@H]([CH]C1)C,6.83
C[C@@H]1CC[CH][C@H](C1)C,3.75
C[C@@H]1CC[CH]C[C@H]1C,2.75
C[C@@H]1CCC[C@@H]([CH]1)C,5.72
C[C@@H]1CCC[C@H]([CH]1)C,3.88
C[C@@H]1CCC[C](C1)C,-0.10
C[C@@H]1CCC[CH][C@@H]1C,4.05
C[C@@H]1CCC[CH][C@H]1C,6.34
C[C@@H]1CCCC1(C)[CH2],11.84
C[C@]12OC(=C)[CH][C@@H]2O1,-9.64
C[C@H]1CC[C@@H]([CH]C1)C,5.50
C[C@H]1CC[CH][C@H](C1)C,5.56
C[C@H]1CC[CH]C[C@H]1C,4.19
C[C@H]1CC[CH]C1(C)C,7.51
C[C@H]1CCC[CH][C@@H]1C,2.81
C[C@H]1CCC[CH][C@H]1C,7.59
C[C@H]1CCCC[C]1C,1.18
C[C@H]1CCCC1(C)[CH2],13.26
C[C@H]1OC(=C([CH]1)C)C,-16.83
C[C@H]1OC=C([C]1C)C,-14.62
C[C](C1CCCC1)C,7.17
C[C](CC=C(C)C)C,17.21
C[C](CCC(=C)C)C,19.14
C[C]1C=COC1(C)C,-16.30
C[C]1CCC(C1)(C)C,4.13
C[C]1CCCC1(C)C,4.88
C[C]1CCCCCC1,9.58
C[C]1COC(=C1C)C,-15.76
C[C]1OC(=C(C1)C)C,-6.28
C[C]1OC=C([C@H]1C)C,-2.10
C[C]1OC=CC1(C)C,-0.91
C[CH][C@@H]1CCC[C@@H]1C,12.34
C[CH][C@@H]1CCC[C@H]1C,11.20
C[CH]C1(C)CCCC1,11.50
C[CH]C1CCCCC1,4.25
C[CH]CC1CCCC1,14.13
C[CH]CCC/C=C/C,23.17
C[CH]CCC/C=C\C,24.26
C[CH]CCC=C(C)C,20.70
C[CH]CCCC(=C)C,22.12
C[CH]CCCCC=C,25.98
C=C1C=C[C@](O1)(C)[O],-6.00
C=CC[C@@H](C(C)C)[CH2],26.17
C=CCC[CH]C(C)C,24.65
C=CCCC([CH2])(C)C,25.00
C=CCCC[C](C)C,22.42
C=CCCCC([CH2])C,27.74
CC([C]1CCC1)(C)C,23.81
CC([C]1CCCC1)C,5.16
CC([CH][C@@H]1CC1=O)C,26.58
CC(C1C[CH]C1)(C)C,26.28
CC(C1CC[CH]1)(C)C,26.10
CC(C1CC[CH]C1)C,6.41
CC(C1CCC[CH]1)C,7.62
CC[C@@H]1C[CH][C@H](C1)C,10.46
CC[C@@H]1CC[CH][C@@H]1C,11.04
CC[C@@H]1CC[CH][C@H]1C,9.72
CC[C@@H]1CCC[C@H]1[CH2],14.34
CC[C@H]1CC[C@@H]([CH]1)C,6.79
CC[C@H]1CC[C@@H](C1)[CH2],14.76
CC[C@H]1CC[C@H]([CH]1)C,7.29
CC[C@H]1CCC[C@H]1[CH2],16.00
CC[C]1CC[C@@H](C1)C,4.33
CC[C]1CC[C@H](C1)C,4.78
CC[C]1CCC[C@H]1C,4.61
CC[C]1CCCCC1,3.13
CC[CH]C1CCCC1,14.18
CC[CH]CCCC=C,26.02
CC1(C)C[CH]C1(C)C,27.22
CC1(C)CC[CH]CC1,2.04
CC1(C)CCC[CH]C1,1.64
CC1(C)CCCC[CH]1,2.46
CC1=C[C@@H]([C](O1)C)C,-4.80
CC1=C[C@@H](C(=C)O1)[O],4.71
CC1=C[C]([C@H](O1)C)C,-17.21
CC1=C[CH]C(O1)(C)C,-18.74
CC1=CC([CH]O1)(C)C,-1.46
CC1=CO[CH]C1(C)C,1.27
CC1=COC([CH]1)(C)C,-15.78
Cc1cc(oc1)[CH]O,-32.16
CC1CC[C](CC1)C,-0.04
Cc1ccc(o1)C[O],-8.73
CC1CCCCC[CH]1,11.75
CCC[C]1CCCC1,6.63
CCC1([CH2])CCCC1,14.50
CCC1(C)CCC[CH]1,9.95
CCC1CC[CH]CC1,4.99
CCC1CCC[CH]C1,4.82
CCC1CCCC[CH]1,4.94
CCCC1CCC[CH]1,12.59
CCCCCC[C]=C,34.83
O[C@@H]1[CH]C=C(C=C1)O,-33.39
O=[C]C1CCCCC1,-20.18
O=CC1CC[CH]CC1,-9.96
O=CC1CCCC[CH]1,-9.57
OC1(O)C=C[CH]C=C1,-35.98
OC1=C[C@@H](C=C[CH]1)O,-32.55
OC1=C[CH]C=C[C@H]1O,-36.63
OOC1C=C[CH]C=C1,28.37
C/C=C(/C(C)(C)C)\C,-27.55
C/C=C(\C(C)(C)C)/C,-23.30
C/C=C/C(CC)(C)C,-26.79
C/C=C\C(CC)(C)C,-22.66
C[C@@H]1C[C@@H](C1)C(C)C,-22.94
C[C@@H]1C[C@H](C1)C(C)C,-22.15
C[C@@H]1CC[C@@H](CC1)C,-43.87
C[C@@H]1CC[C@H](CC1)C,-45.69
C[C@@H]1CCC[C@@H](C1)C,-45.73
C[C@@H]1CCCC[C@@H]1C,-43.06
C[C@H]1CCC[C@@H](C1)C,-43.90
C[C@H]1CCCC[C@@H]1C,-44.79
C[C@H]1CCCC1(C)C,-41.54
C1CCCCCCC1,-28.53
CC([C@@H]1CC[C@@H]1C)C,-21.65
CC([C@@H]1CC[C@H]1C)C,-22.91
CC(=C)CC(C)(C)C,-26.65
CC(=CC(=C)C)CO,-28.59
CC(=CC(C)(C)C)C,-26.50
CC(=O)C=CC(=O)C,-64.47
CC(C(=C(C)C)C)C,-27.11
CC(C1(C)CCC1)C,-22.35
CC(C1CCC1)(C)C,-22.31
CC(C1CCCC1)C,-38.10
CC/C(=C(/CC)\C)/C,-26.08
CC/C(=C(\CC)/C)/C,-25.83
CC/C(=C/C)/C(C)C,-24.64
CC/C(=C\C)/C(C)C,-25.61
CC/C=C/C(C)(C)C,-27.36
CC/C=C\C(C)(C)C,-23.39
CC[C@H]1CC[C@@H](C1)C,-38.51
CC[C@H]1CC[C@H](C1)C,-38.76
CC[C@H]1CCC[C@@H]1C,-38.76
CC[C@H]1CCC[C@H]1C,-37.65
CC1(C)CCCCC1,-45.33
CC1CCCCCC1,-32.57
CCC(=C(C)C)CC,-25.99
CCC(C(=C)C)(C)C,-26.70
CCC(C1CC1)(C)C,-18.66
CCC/C(=C/C)/CC,-24.41
CCC/C(=C\C)/CC,-24.52
CCC1(C)CCCC1,-38.87
CCCC(=C(C)C)C,-26.35
CCCC1(C)CCC1,-20.66
CCCC1CCCC1,-36.33
O=C1CCCCCC1,-58.26
O=C1OCC(=O)C=C1,-88.32
O=CC1CCCCC1,-57.67
O=Cc1occc1O,-82.31
OC(=O)c1ccco1,-98.71
OC1=CCCCCC1,-46.62
OOC1C=CCC=C1,5.71
OOC1CC=CC=C1,4.98
[CH2][C@]12OC=C[C@@H]2OO1,27.68
[CH2]C(C(C)(C)C)(C)C,-6.11
[CH2]C(CC(C)(C)C)C,-5.72
[CH2]C(CCC(C)C)C,-4.02
[CH2]CCCCCCC,-0.74
[O][C@H]1C=CO[C@@]21CO2,-8.49
[O]C(c1ccco1)O,-43.69
[O]C[C@@]12OC=C[C@H]2O1,-12.53
[O]Cc1occc1O,-37.38
[O]O[C@H]1C=COC1=C,13.69
[O]O[C@H]1OC(=C)C=C1,7.53
[O]OCc1ccco1,-0.50
C[C](CC(C)(C)C)C,-12.88
CC(CC([CH2])(C)C)C,-5.18
CC[C@@H](C([CH2])(C)C)C,-4.45
CCC(C([CH2])C)(C)C,-4.71
CCC(C([CH2])C)CC,-2.25
CCC(CC)(CC)[CH2],-3.62
CCC[C@H]([C](C)C)C,-9.01
CCC[C](CCC)C,-7.23
CCCC([CH]C)CC,-5.47
CCCC[C@@H](CC)[CH2],-1.90
CCCC[C](CC)C,-6.81
CCCC[CH]CCC,-3.89
CCCCC([CH2])(C)C,-4.80
CCCCCC([CH2])C,-2.04
O[C](c1ccco1)O,-66.56
O=C1C[CH]C(=O)CO1,-75.87
O=C1CO[C@H](C=C1)[O],-41.30
O1C[C@@]2(O1)[CH]C=CO2,13.12
OC1=C[CH]O[C@@H]1C=O,-55.03
OOCC1=[C]C=CO1,34.15
C#CC#CC1=CC=CC1,140.03
C=CCC(C=C)OO,-0.74
CC(=O)CC(C)(C)C,-76.48
CC(C(C)C)C(C)C,-52.94
CC(C1CCCO1)C,-66.38
CC(CC(C)(C)C)C,-54.42
CC(CC1CCO1)C,-47.06
CC(CC1OC1C)C,-48.67
CC(CCC(C)C)C,-53.86
CC(CCC1CO1)C,-44.76
CC[C@@H](C(C)(C)C)C,-54.27
CC[C@@H](CC(C)C)C,-53.38
CC[C@H]([C@H](CC)C)C,-51.74
CC1(C)CCCCO1,-71.60
CC1CC(O1)C(C)C,-53.98
CC1CCC(CO1)C,-70.19
CC1CCC(O1)(C)C,-73.98
CC1CCCC(O1)C,-70.96
Cc1occc1OO,-35.81
CCC(C(C)C)(C)C,-53.88
CCC(C(C)C)CC,-51.43
CCC(CC)(CC)C,-53.04
CCC[C@H](C(C)C)C,-52.28
CCC1CC(O1)(C)C,-57.45
CCC1CC(O1)CC,-51.38
CCC1CCC(O1)C,-69.03
CCC1CCCCO1,-68.64
CCC1OC1C(C)C,-49.37
CCC1OCC(C1)C,-66.24
CCCC(CC)(C)C,-53.86
CCCC(CC)CC,-50.57
CCCC(CCC)C,-51.46
CCCC1CC(O1)C,-50.83
CCCC1CCCO1,-63.95
CCCC1OC1(C)C,-52.53
CCCC1OC1CC,-47.74
CCCC1OCC1C,-46.78
CCCCC(C)(C)C,-55.07
CCCCC1(C)CO1,-48.40
CCCCC1CCO1,-44.94
CCCCC1COC1,-41.52
CCCCC1OC1C,-47.52
CCCCCC(C)C,-51.96
CCCCCC1CO1,-43.18
CCCCCCCC,-50.00
O=CCC(=O)CC=O,-96.59
O=CCCC(=O)C=O,-95.89
O1C[C@@H]2[C@@H](C1)COC2,-60.09
O1C[C@@H]2[C@H](C1)COC2,-73.58
OCc1occc1O,-90.82
OO[C@H]1C=COC1=C,-20.78
OO[C@H]1OC(=C)C=C1,-30.79
OOC1C=CCC1=O,-36.60
OOC1CC(=O)C=C1,-41.15
OOC1CC=CC1=O,-41.09
OOC1CCC=CC1,-23.36
OOC1CCCC=C1,-22.79
OOCC=CCC=C,1.51
OOCc1ccco1,-35.25
[C]#Cc1ccc(cc1)C,149.91
[C]#Cc1cccc(c1)C,149.76
[CH2]C#Cc1ccccc1,106.24
C#C[C](C#CC)C#CC,168.82
C#CC=C1[CH]C=CC=C1,102.10
C[C@H]1CC[C@@](O1)(C)[O],-58.65
C=C=C=C1[CH]C=CC=C1,133.39
c1ccc2c(c1)C=C[CH]2,67.92
CO[C]1CC[C@@H](O1)C,-54.47
O[C@@H]1CCCC[CH]O1,-57.48
C#C/C=C/C1=CC=CC1,100.16
C#C/C=C/C1=CCC=C1,101.35
C#C/C=C\C1=CCC=C1,106.72
C#CC(C#CC)C#CC,154.37
C#Cc1ccc(cc1)C,67.30
C#CCc1ccccc1,72.46
C=C=Cc1ccccc1,68.91
C=CC(C#C)(C#C)C=C,149.26
C1=CC1c1ccccc1,89.80
c1ccc(cc1)C1=CC1,86.27
c1ccc2c(c1)C=CC2,40.28
CC#CC(C#C)(C#C)C,156.87
CC#Cc1ccccc1,66.45
CC(=C)C(C=O)OO,-47.12
CC(=CC)CCOO,-33.26
CC(=CC=O)COO,-47.72
CC(=CCC)COO,-32.20
CC(=CCOO)CC,-32.20
CC(C(=C)C)COO,-34.01
CC(C(=C)CC)OO,-35.29
CC(C=C)(OO)CC,-35.52
CC(C=C)CCOO,-30.59
CC(C=CC)COO,-32.49
CC(C=CCC)OO,-34.25
CC(OO)CC(=C)C,-37.26
CC(OO)CC=CC,-34.87
CC(OO)CCC=C,-33.22
CC=CC(OO)CC,-34.49
CC1OCOC(=O)C1,-130.23
CCC(=C)CCOO,-31.22
CCC(C#C)(C#C)C#C,161.67
CCC(C(=C)C)OO,-35.71
CCC(C=C)COO,-30.39
CCC(OO)CC=C,-32.49
CCC=CCCOO,-30.21
CCC1OCOC1=O,-129.26
CCCC(=C)COO,-30.23
CCCC(=O)OC=O,-138.44
CCCC(C=C)OO,-31.52
CCCC=CCOO,-29.10
COC(=O)C(=O)C=O,-130.84
COC(=O)C1CCO1,-103.79
COC(=O)C1OC1C,-107.48
COC(=O)CC1CO1,-105.08
COC(=O)CCC=O,-129.75
O=CCC(C=C)OO,-44.21
OOC(C(=C)C)(C)C,-39.20
OOC(C(=CC)C)C,-37.34
OOC(C(C)C)C=C,-33.97
OOC(C(C=C)C)C,-33.31
OOC(C=C(C)C)C,-37.83
OOC(C=CC)(C)C,-38.39
OOC(CC=C)(C)C,-37.60
OOC1CCC(=O)C1,-69.10
OOC1CCCC1=O,-66.62
OOCC(=C(C)C)C,-34.24
OOCC(=C)C(C)C,-31.97
OOCC(=C)C=CO,-39.94
OOCC(=CC)CC,-32.41
OOCC(C=C)(C)C,-32.81
OOCC(CC=C)C,-30.54
OOCC=CC(C)C,-31.45
OOCCC=C(C)C,-33.44
OOCCCC(=C)C,-32.63
OOCCCC=CC,-31.54
OOCCCCC=C,-29.81
[CH](C1=CC=CCC1)C#C,97.06
[CH]=CCc1ccccc1,93.94
[CH]1CC1c1ccccc1,94.22
[CH]1Cc2c(C1)cccc2,61.49
C#C[C]1C=CC(=O)C=C1,69.02
C#C[C]1C=CC=C[C@H]1C,97.23
C#Cc1cccc(c1)[O],72.05
C#Cc1ccccc1[O],70.96
C#CCC1C=C[CH]C=C1,103.23
C/[C]=C/c1ccccc1,84.52
C[C@H]1C=C([CH]C=C1)C#C,101.43
C=C=CC1C=C[CH]C=C1,102.37
C=Cc1ccc(cc1)[CH2],65.88
C=Cc1cccc(c1)[CH2],68.02
C1=C[C@H]2C(=C[CH]1)C=CC2,69.20
C1C[C]1c1ccccc1,83.22
CC#C[C]1C=CCC=C1,89.59
CC#CC1=C[CH]C=CC1,91.22
CC1C=C[C](C=C1)C#C,96.73
CCC#C[C]1C=CC=C1,98.42
C#CC1(CCCC1)C#C,99.67
C#CC1=C(C)CC=CC1,73.03
C#CC1=CC=CC1(C)C,71.30
C#Cc1ccc(cc1)O,34.13
C#Cc1cccc(c1)O,34.58
C#Cc1ccccc1O,34.34
C/C=C/C(C#C)(C#C)C,114.08
C/C=C/c1ccccc1,26.49
C/C=C\c1ccccc1,28.46
C=C/C=C/C1=CC=CC1,57.08
C=C/C=C/C1=CCC=C1,58.29
C=C/C=C\C1=CC=CC1,59.68
C=C/C=C\C1=CCC=C1,66.03
C=C=C1[C]C=CC=C1O,45.72
C=c1ccc(=C)c(c1)C,44.81
C=CC(C#C)(C=C)C=C,105.34
C=Cc1ccc(cc1)C,26.03
C=Cc1cccc(c1)C,26.00
C=Cc1ccccc1C,28.90
C=CCc1ccccc1,31.26
C1CC1c1ccccc1,36.76
C1Cc2c(C1)cccc2,12.61
c1ccc2c(c1)occ2,3.23
CC#C[C@@](C#C)(C=C)C,111.38
CC#C[C@H]1C=CC(=C1)C,74.02
CC#CC1=C[C@@H](C=C1)C,70.88
CC#CC1=CC(=CC1)C,66.72
CC#CC1=CC=C(C1)C,66.91
CC#CC1=CC=CCC1,69.62
CC#CC1=CCC=CC1,70.49
CC#CC1=CCCC=C1,70.82
CC(=C)c1ccccc1,26.62
CC(=O)C(=O)COO,-94.81
CC(C(=O)C)COO,-82.83
CC(C(=O)C=O)OO,-90.25
CC(C(=O)CC)OO,-83.27
CC(C=O)(OO)CC,-80.11
CC(C=O)CCOO,-78.09
CC(C1(C)CO1)OO,-62.28
CC(C1CCO1)OO,-59.58
CC(C1CO1)COO,-55.47
CC(C1OC1C)OO,-59.43
CC(CC)CCOO,-59.47
CC(OO)CC(=O)C,-86.01
CC(OO)CC1CO1,-57.76
CC(OO)CCC=O,-80.74
CC(OO)CCCC,-62.19
CC[C@@H]1C=CC(=C1)C#C,76.22
CC=C(C#CC)C#CC,98.51
CC1(COC1C)OO,-61.40
CC1(COO)CCO1,-61.53
CC1(COO)OC1C,-60.79
